,year,agency_code,career_cluster,num_concentrators,description
14127,2018,120314,HLTH,14.0,Health Science
14128,2018,120314,HOSP,7.0,Hospitality and Tourism
14129,2018,120314,HUMA,5.0,Human Services
14130,2018,120314,INFO,3.0,Information Technology
14131,2018,120314,LAW,0.0,"Law, Public Safety, Corrections and Security"
14132,2018,120314,MANU,1.0,Manufacturing
14133,2018,120314,MRKT,0.0,Marketing Sales & Services
14134,2018,120314,STEM,0.0,"Science, Tech, Engineering and Math"
14135,2018,120314,TRAN,0.0,"Transportation, Distribution & Logistics"
14136,2018,120318,AGNR,11.0,Agricultural & Natural Resources Tech
14137,2018,120318,ARCH,12.0,Architecture and Construction
14138,2018,120318,AAVC,3.0,"Arts, Audio/Video Techn and Comm"
14139,2018,120318,BMA,2.0,Business Management and Administration
14140,2018,120318,EDUC,0.0,Education and Training
14141,2018,120318,FINA,0.0,Finance
14142,2018,120318,HLTH,20.0,Health Science
14143,2018,120318,HOSP,5.0,Hospitality and Tourism
14144,2018,120318,HUMA,0.0,Human Services
14145,2018,120318,INFO,5.0,Information Technology
14146,2018,120318,LAW,1.0,"Law, Public Safety, Corrections and Security"
14147,2018,120318,MANU,6.0,Manufacturing
14148,2018,120318,MRKT,0.0,Marketing Sales & Services
14149,2018,120318,STEM,0.0,"Science, Tech, Engineering and Math"
14150,2018,120318,TRAN,3.0,"Transportation, Distribution & Logistics"
14151,2018,120346,AGNR,8.0,Agricultural & Natural Resources Tech
14152,2018,120346,ARCH,7.0,Architecture and Construction
14153,2018,120346,AAVC,7.0,"Arts, Audio/Video Techn and Comm"
14154,2018,120346,BMA,1.0,Business Management and Administration
14155,2018,120346,EDUC,0.0,Education and Training
14156,2018,120346,FINA,0.0,Finance
14157,2018,120346,HLTH,13.0,Health Science
14158,2018,120346,HOSP,7.0,Hospitality and Tourism
14159,2018,120346,HUMA,1.0,Human Services
14160,2018,120346,INFO,9.0,Information Technology
14161,2018,120346,LAW,3.0,"Law, Public Safety, Corrections and Security"
14162,2018,120346,MANU,1.0,Manufacturing
14163,2018,120346,MRKT,0.0,Marketing Sales & Services
14164,2018,120346,STEM,0.0,"Science, Tech, Engineering and Math"
14165,2018,120346,TRAN,0.0,"Transportation, Distribution & Logistics"
14166,2018,120370,AGNR,6.0,Agricultural & Natural Resources Tech
14167,2018,120370,ARCH,8.0,Architecture and Construction
14168,2018,120370,AAVC,3.0,"Arts, Audio/Video Techn and Comm"
14169,2018,120370,BMA,0.0,Business Management and Administration
14170,2018,120370,EDUC,0.0,Education and Training
14171,2018,120370,FINA,0.0,Finance
14172,2018,120370,HLTH,13.0,Health Science
14173,2018,120370,HOSP,11.0,Hospitality and Tourism
14174,2018,120370,HUMA,0.0,Human Services
14175,2018,120370,INFO,4.0,Information Technology
14176,2018,120370,LAW,7.0,"Law, Public Safety, Corrections and Security"
14177,2018,120370,MANU,1.0,Manufacturing
14178,2018,120370,MRKT,0.0,Marketing Sales & Services
14179,2018,120370,STEM,0.0,"Science, Tech, Engineering and Math"
14180,2018,120370,TRAN,8.0,"Transportation, Distribution & Logistics"
14181,2018,130307,AGNR,37.0,Agricultural & Natural Resources Tech
14182,2018,130307,ARCH,26.0,Architecture and Construction
14183,2018,130307,AAVC,0.0,"Arts, Audio/Video Techn and Comm"
14184,2018,130307,BMA,25.0,Business Management and Administration
14185,2018,130307,EDUC,0.0,Education and Training
14186,2018,130307,FINA,0.0,Finance
14187,2018,130307,HLTH,21.0,Health Science
14188,2018,130307,HOSP,36.0,Hospitality and Tourism
14189,2018,130307,HUMA,2.0,Human Services
14190,2018,130307,INFO,36.0,Information Technology
14191,2018,130307,LAW,0.0,"Law, Public Safety, Corrections and Security"
14192,2018,130307,MANU,2.0,Manufacturing
14193,2018,130307,MRKT,13.0,Marketing Sales & Services
14194,2018,130307,STEM,12.0,"Science, Tech, Engineering and Math"
14195,2018,130307,TRAN,7.0,"Transportation, Distribution & Logistics"
14196,2018,130310,AGNR,76.0,Agricultural & Natural Resources Tech
14197,2018,130310,ARCH,38.0,Architecture and Construction
14198,2018,130310,AAVC,4.0,"Arts, Audio/Video Techn and Comm"
14199,2018,130310,BMA,13.0,Business Management and Administration
14200,2018,130310,EDUC,0.0,Education and Training
14201,2018,130310,FINA,2.0,Finance
14202,2018,130310,HLTH,27.0,Health Science
14203,2018,130310,HOSP,16.0,Hospitality and Tourism
14204,2018,130310,HUMA,2.0,Human Services
14205,2018,130310,INFO,7.0,Information Technology
14206,2018,130310,LAW,0.0,"Law, Public Safety, Corrections and Security"
14207,2018,130310,MANU,1.0,Manufacturing
14208,2018,130310,MRKT,3.0,Marketing Sales & Services
14209,2018,130310,STEM,43.0,"Science, Tech, Engineering and Math"
14210,2018,130310,TRAN,1.0,"Transportation, Distribution & Logistics"
14211,2018,130314,AGNR,22.0,Agricultural & Natural Resources Tech
14212,2018,130314,ARCH,12.0,Architecture and Construction
14213,2018,130314,AAVC,0.0,"Arts, Audio/Video Techn and Comm"
14214,2018,130314,BMA,8.0,Business Management and Administration
14215,2018,130314,EDUC,0.0,Education and Training
14216,2018,130314,FINA,0.0,Finance
14217,2018,130314,HLTH,42.0,Health Science
14218,2018,130314,HOSP,41.0,Hospitality and Tourism
14219,2018,130314,HUMA,1.0,Human Services
14220,2018,130314,INFO,5.0,Information Technology
14221,2018,130314,LAW,29.0,"Law, Public Safety, Corrections and Security"
14222,2018,130314,MANU,0.0,Manufacturing
14223,2018,130314,MRKT,4.0,Marketing Sales & Services
14224,2018,130314,STEM,0.0,"Science, Tech, Engineering and Math"
14225,2018,130314,TRAN,0.0,"Transportation, Distribution & Logistics"
14226,2018,130316,AGNR,36.0,Agricultural & Natural Resources Tech
14227,2018,130316,ARCH,25.0,Architecture and Construction
14228,2018,130316,AAVC,11.0,"Arts, Audio/Video Techn and Comm"
14229,2018,130316,BMA,6.0,Business Management and Administration
14230,2018,130316,EDUC,0.0,Education and Training
14231,2018,130316,FINA,0.0,Finance
14232,2018,130316,HLTH,24.0,Health Science
14233,2018,130316,HOSP,24.0,Hospitality and Tourism
14234,2018,130316,HUMA,7.0,Human Services
14235,2018,130316,INFO,7.0,Information Technology
14236,2018,130316,LAW,1.0,"Law, Public Safety, Corrections and Security"
14237,2018,130316,MANU,3.0,Manufacturing
14238,2018,130316,MRKT,1.0,Marketing Sales & Services
14239,2018,130316,STEM,14.0,"Science, Tech, Engineering and Math"
14240,2018,130316,TRAN,10.0,"Transportation, Distribution & Logistics"
14241,2018,130317,AGNR,1.0,Agricultural & Natural Resources Tech
14242,2018,130317,ARCH,0.0,Architecture and Construction
14243,2018,130317,AAVC,0.0,"Arts, Audio/Video Techn and Comm"
14244,2018,130317,BMA,0.0,Business Management and Administration
14245,2018,130317,EDUC,0.0,Education and Training
14246,2018,130317,FINA,0.0,Finance
14247,2018,130317,HLTH,0.0,Health Science
14248,2018,130317,HOSP,0.0,Hospitality and Tourism
14249,2018,130317,HUMA,0.0,Human Services
14250,2018,130317,INFO,0.0,Information Technology
14251,2018,130317,LAW,0.0,"Law, Public Safety, Corrections and Security"
14252,2018,130317,MANU,0.0,Manufacturing
14253,2018,130317,MRKT,0.0,Marketing Sales & Services
14254,2018,130317,STEM,0.0,"Science, Tech, Engineering and Math"
14255,2018,130317,TRAN,0.0,"Transportation, Distribution & Logistics"
14256,2018,130324,AGNR,35.0,Agricultural & Natural Resources Tech
14257,2018,130324,ARCH,5.0,Architecture and Construction
14258,2018,130324,AAVC,9.0,"Arts, Audio/Video Techn and Comm"
14259,2018,130324,BMA,0.0,Business Management and Administration
14260,2018,130324,EDUC,0.0,Education and Training
14261,2018,130324,FINA,0.0,Finance
14262,2018,130324,HLTH,24.0,Health Science
14263,2018,130324,HOSP,7.0,Hospitality and Tourism
14264,2018,130324,HUMA,4.0,Human Services
14265,2018,130324,INFO,6.0,Information Technology
14266,2018,130324,LAW,3.0,"Law, Public Safety, Corrections and Security"
14267,2018,130324,MANU,0.0,Manufacturing
14268,2018,130324,MRKT,0.0,Marketing Sales & Services
14269,2018,130324,STEM,0.0,"Science, Tech, Engineering and Math"
14270,2018,130324,TRAN,6.0,"Transportation, Distribution & Logistics"
14271,2018,130326,AGNR,72.0,Agricultural & Natural Resources Tech
14272,2018,130326,ARCH,13.0,Architecture and Construction
14273,2018,130326,AAVC,20.0,"Arts, Audio/Video Techn and Comm"
14274,2018,130326,BMA,9.0,Business Management and Administration
14275,2018,130326,EDUC,0.0,Education and Training
14276,2018,130326,FINA,0.0,Finance
14277,2018,130326,HLTH,39.0,Health Science
14278,2018,130326,HOSP,27.0,Hospitality and Tourism
14279,2018,130326,HUMA,8.0,Human Services
14280,2018,130326,INFO,5.0,Information Technology
14281,2018,130326,LAW,1.0,"Law, Public Safety, Corrections and Security"
14282,2018,130326,MANU,6.0,Manufacturing
14283,2018,130326,MRKT,5.0,Marketing Sales & Services
14284,2018,130326,STEM,10.0,"Science, Tech, Engineering and Math"
14285,2018,130326,TRAN,22.0,"Transportation, Distribution & Logistics"
14286,2018,130332,AGNR,25.0,Agricultural & Natural Resources Tech
14287,2018,130332,ARCH,11.0,Architecture and Construction
14288,2018,130332,AAVC,6.0,"Arts, Audio/Video Techn and Comm"
14289,2018,130332,BMA,11.0,Business Management and Administration
14290,2018,130332,EDUC,0.0,Education and Training
14291,2018,130332,FINA,1.0,Finance
14292,2018,130332,HLTH,64.0,Health Science
14293,2018,130332,HOSP,25.0,Hospitality and Tourism
14294,2018,130332,HUMA,5.0,Human Services
14295,2018,130332,INFO,16.0,Information Technology
14296,2018,130332,LAW,1.0,"Law, Public Safety, Corrections and Security"
14297,2018,130332,MANU,4.0,Manufacturing
14298,2018,130332,MRKT,3.0,Marketing Sales & Services
14299,2018,130332,STEM,23.0,"Science, Tech, Engineering and Math"
14300,2018,130332,TRAN,16.0,"Transportation, Distribution & Logistics"
14301,2018,130333,AGNR,6.0,Agricultural & Natural Resources Tech
14302,2018,130333,ARCH,5.0,Architecture and Construction
14303,2018,130333,AAVC,2.0,"Arts, Audio/Video Techn and Comm"
14304,2018,130333,BMA,21.0,Business Management and Administration
14305,2018,130333,EDUC,0.0,Education and Training
14306,2018,130333,FINA,0.0,Finance
14307,2018,130333,HLTH,4.0,Health Science
14308,2018,130333,HOSP,1.0,Hospitality and Tourism
14309,2018,130333,HUMA,0.0,Human Services
14310,2018,130333,INFO,1.0,Information Technology
14311,2018,130333,LAW,0.0,"Law, Public Safety, Corrections and Security"
14312,2018,130333,MANU,0.0,Manufacturing
14313,2018,130333,MRKT,2.0,Marketing Sales & Services
14314,2018,130333,STEM,0.0,"Science, Tech, Engineering and Math"
14315,2018,130333,TRAN,0.0,"Transportation, Distribution & Logistics"
14316,2018,132304,AGNR,19.0,Agricultural & Natural Resources Tech
14317,2018,132304,ARCH,28.0,Architecture and Construction
14318,2018,132304,AAVC,19.0,"Arts, Audio/Video Techn and Comm"
14319,2018,132304,BMA,18.0,Business Management and Administration
14320,2018,132304,EDUC,0.0,Education and Training
14321,2018,132304,FINA,0.0,Finance
14322,2018,132304,HLTH,48.0,Health Science
14323,2018,132304,HOSP,21.0,Hospitality and Tourism
14324,2018,132304,HUMA,11.0,Human Services
14325,2018,132304,INFO,8.0,Information Technology
14326,2018,132304,LAW,0.0,"Law, Public Safety, Corrections and Security"
14327,2018,132304,MANU,12.0,Manufacturing
14328,2018,132304,MRKT,8.0,Marketing Sales & Services
14329,2018,132304,STEM,50.0,"Science, Tech, Engineering and Math"
14330,2018,132304,TRAN,2.0,"Transportation, Distribution & Logistics"
14331,2018,140305,AGNR,0.0,Agricultural & Natural Resources Tech
14332,2018,140305,ARCH,1.0,Architecture and Construction
14333,2018,140305,AAVC,15.0,"Arts, Audio/Video Techn and Comm"
14334,2018,140305,BMA,21.0,Business Management and Administration
14335,2018,140305,EDUC,0.0,Education and Training
14336,2018,140305,FINA,0.0,Finance
14337,2018,140305,HLTH,27.0,Health Science
14338,2018,140305,HOSP,0.0,Hospitality and Tourism
14339,2018,140305,HUMA,0.0,Human Services
14340,2018,140305,INFO,3.0,Information Technology
14341,2018,140305,LAW,0.0,"Law, Public Safety, Corrections and Security"
14342,2018,140305,MANU,2.0,Manufacturing
14343,2018,140305,MRKT,0.0,Marketing Sales & Services
14344,2018,140305,STEM,15.0,"Science, Tech, Engineering and Math"
14345,2018,140305,TRAN,0.0,"Transportation, Distribution & Logistics"
14346,2018,140348,AGNR,18.0,Agricultural & Natural Resources Tech
14347,2018,140348,ARCH,21.0,Architecture and Construction
14348,2018,140348,AAVC,0.0,"Arts, Audio/Video Techn and Comm"
14349,2018,140348,BMA,27.0,Business Management and Administration
14350,2018,140348,EDUC,0.0,Education and Training
14351,2018,140348,FINA,0.0,Finance
14352,2018,140348,HLTH,9.0,Health Science
14353,2018,140348,HOSP,3.0,Hospitality and Tourism
14354,2018,140348,HUMA,6.0,Human Services
14355,2018,140348,INFO,11.0,Information Technology
14356,2018,140348,LAW,2.0,"Law, Public Safety, Corrections and Security"
14357,2018,140348,MANU,0.0,Manufacturing
14358,2018,140348,MRKT,0.0,Marketing Sales & Services
14359,2018,140348,STEM,0.0,"Science, Tech, Engineering and Math"
14360,2018,140348,TRAN,2.0,"Transportation, Distribution & Logistics"
14361,2018,140386,AGNR,24.0,Agricultural & Natural Resources Tech
14362,2018,140386,ARCH,57.0,Architecture and Construction
14363,2018,140386,AAVC,2.0,"Arts, Audio/Video Techn and Comm"
14364,2018,140386,BMA,10.0,Business Management and Administration
14365,2018,140386,EDUC,0.0,Education and Training
14366,2018,140386,FINA,0.0,Finance
14367,2018,140386,HLTH,47.0,Health Science
14368,2018,140386,HOSP,25.0,Hospitality and Tourism
14369,2018,140386,HUMA,7.0,Human Services
14370,2018,140386,INFO,4.0,Information Technology
14371,2018,140386,LAW,2.0,"Law, Public Safety, Corrections and Security"
14372,2018,140386,MANU,2.0,Manufacturing
14373,2018,140386,MRKT,2.0,Marketing Sales & Services
14374,2018,140386,STEM,15.0,"Science, Tech, Engineering and Math"
14375,2018,140386,TRAN,16.0,"Transportation, Distribution & Logistics"
14376,2018,140390,AGNR,19.0,Agricultural & Natural Resources Tech
14377,2018,140390,ARCH,15.0,Architecture and Construction
14378,2018,140390,AAVC,2.0,"Arts, Audio/Video Techn and Comm"
14379,2018,140390,BMA,1.0,Business Management and Administration
14380,2018,140390,EDUC,0.0,Education and Training
14381,2018,140390,FINA,0.0,Finance
14382,2018,140390,HLTH,20.0,Health Science
14383,2018,140390,HOSP,14.0,Hospitality and Tourism
14384,2018,140390,HUMA,1.0,Human Services
14385,2018,140390,INFO,1.0,Information Technology
14386,2018,140390,LAW,0.0,"Law, Public Safety, Corrections and Security"
14387,2018,140390,MANU,1.0,Manufacturing
14388,2018,140390,MRKT,0.0,Marketing Sales & Services
14389,2018,140390,STEM,2.0,"Science, Tech, Engineering and Math"
14390,2018,140390,TRAN,6.0,"Transportation, Distribution & Logistics"
14391,2018,150304,AGNR,13.0,Agricultural & Natural Resources Tech
14392,2018,150304,ARCH,6.0,Architecture and Construction
14393,2018,150304,AAVC,0.0,"Arts, Audio/Video Techn and Comm"
14394,2018,150304,BMA,0.0,Business Management and Administration
14395,2018,150304,EDUC,0.0,Education and Training
14396,2018,150304,FINA,0.0,Finance
14397,2018,150304,HLTH,25.0,Health Science
14398,2018,150304,HOSP,7.0,Hospitality and Tourism
14399,2018,150304,HUMA,0.0,Human Services
14400,2018,150304,INFO,0.0,Information Technology
14401,2018,150304,LAW,0.0,"Law, Public Safety, Corrections and Security"
14402,2018,150304,MANU,0.0,Manufacturing
14403,2018,150304,MRKT,0.0,Marketing Sales & Services
14404,2018,150304,STEM,5.0,"Science, Tech, Engineering and Math"
14405,2018,150304,TRAN,0.0,"Transportation, Distribution & Logistics"
14406,2018,150350,AGNR,0.0,Agricultural & Natural Resources Tech
14407,2018,150350,ARCH,0.0,Architecture and Construction
14408,2018,150350,AAVC,0.0,"Arts, Audio/Video Techn and Comm"
14409,2018,150350,BMA,0.0,Business Management and Administration
14410,2018,150350,EDUC,0.0,Education and Training
14411,2018,150350,FINA,0.0,Finance
14412,2018,150350,HLTH,0.0,Health Science
14413,2018,150350,HOSP,0.0,Hospitality and Tourism
14414,2018,150350,HUMA,0.0,Human Services
14415,2018,150350,INFO,1.0,Information Technology
14416,2018,150350,LAW,1.0,"Law, Public Safety, Corrections and Security"
14417,2018,150350,MANU,1.0,Manufacturing
14418,2018,150350,MRKT,0.0,Marketing Sales & Services
14419,2018,150350,STEM,0.0,"Science, Tech, Engineering and Math"
14420,2018,150350,TRAN,0.0,"Transportation, Distribution & Logistics"
14421,2018,160313,AGNR,42.0,Agricultural & Natural Resources Tech
14422,2018,160313,ARCH,11.0,Architecture and Construction
14423,2018,160313,AAVC,4.0,"Arts, Audio/Video Techn and Comm"
14424,2018,160313,BMA,3.0,Business Management and Administration
14425,2018,160313,EDUC,0.0,Education and Training
14426,2018,160313,FINA,0.0,Finance
14427,2018,160313,HLTH,1.0,Health Science
14428,2018,160313,HOSP,9.0,Hospitality and Tourism
14429,2018,160313,HUMA,1.0,Human Services
14430,2018,160313,INFO,0.0,Information Technology
14431,2018,160313,LAW,0.0,"Law, Public Safety, Corrections and Security"
14432,2018,160313,MANU,0.0,Manufacturing
14433,2018,160313,MRKT,0.0,Marketing Sales & Services
14434,2018,160313,STEM,0.0,"Science, Tech, Engineering and Math"
14435,2018,160313,TRAN,0.0,"Transportation, Distribution & Logistics"
14436,2018,160314,AGNR,34.0,Agricultural & Natural Resources Tech
14437,2018,160314,ARCH,12.0,Architecture and Construction
14438,2018,160314,AAVC,0.0,"Arts, Audio/Video Techn and Comm"
14439,2018,160314,BMA,2.0,Business Management and Administration
14440,2018,160314,EDUC,0.0,Education and Training
14441,2018,160314,FINA,0.0,Finance
14442,2018,160314,HLTH,4.0,Health Science
14443,2018,160314,HOSP,27.0,Hospitality and Tourism
14444,2018,160314,HUMA,0.0,Human Services
14445,2018,160314,INFO,3.0,Information Technology
14446,2018,160314,LAW,0.0,"Law, Public Safety, Corrections and Security"
14447,2018,160314,MANU,0.0,Manufacturing
14448,2018,160314,MRKT,0.0,Marketing Sales & Services
14449,2018,160314,STEM,7.0,"Science, Tech, Engineering and Math"
14450,2018,160314,TRAN,0.0,"Transportation, Distribution & Logistics"
14451,2018,160344,AGNR,22.0,Agricultural & Natural Resources Tech
14452,2018,160344,ARCH,11.0,Architecture and Construction
14453,2018,160344,AAVC,1.0,"Arts, Audio/Video Techn and Comm"
14454,2018,160344,BMA,6.0,Business Management and Administration
14455,2018,160344,EDUC,0.0,Education and Training
14456,2018,160344,FINA,0.0,Finance
14457,2018,160344,HLTH,2.0,Health Science
14458,2018,160344,HOSP,24.0,Hospitality and Tourism
14459,2018,160344,HUMA,0.0,Human Services
14460,2018,160344,INFO,4.0,Information Technology
14461,2018,160344,LAW,0.0,"Law, Public Safety, Corrections and Security"
14462,2018,160344,MANU,0.0,Manufacturing
14463,2018,160344,MRKT,2.0,Marketing Sales & Services
14464,2018,160344,STEM,7.0,"Science, Tech, Engineering and Math"
14465,2018,160344,TRAN,0.0,"Transportation, Distribution & Logistics"
14466,2018,170316,AGNR,55.0,Agricultural & Natural Resources Tech
14467,2018,170316,ARCH,6.0,Architecture and Construction
14468,2018,170316,AAVC,0.0,"Arts, Audio/Video Techn and Comm"
14469,2018,170316,BMA,22.0,Business Management and Administration
14470,2018,170316,EDUC,0.0,Education and Training
14471,2018,170316,FINA,0.0,Finance
14472,2018,170316,HLTH,7.0,Health Science
14473,2018,170316,HOSP,45.0,Hospitality and Tourism
14474,2018,170316,HUMA,6.0,Human Services
14475,2018,170316,INFO,3.0,Information Technology
14476,2018,170316,LAW,6.0,"Law, Public Safety, Corrections and Security"
14477,2018,170316,MANU,10.0,Manufacturing
14478,2018,170316,MRKT,10.0,Marketing Sales & Services
14479,2018,170316,STEM,0.0,"Science, Tech, Engineering and Math"
14480,2018,170316,TRAN,29.0,"Transportation, Distribution & Logistics"
14481,2018,180308,AGNR,48.0,Agricultural & Natural Resources Tech
14482,2018,180308,ARCH,5.0,Architecture and Construction
14483,2018,180308,AAVC,9.0,"Arts, Audio/Video Techn and Comm"
14484,2018,180308,BMA,2.0,Business Management and Administration
14485,2018,180308,EDUC,0.0,Education and Training
14486,2018,180308,FINA,0.0,Finance
14487,2018,180308,HLTH,13.0,Health Science
14488,2018,180308,HOSP,23.0,Hospitality and Tourism
14489,2018,180308,HUMA,6.0,Human Services
14490,2018,180308,INFO,4.0,Information Technology
14491,2018,180308,LAW,0.0,"Law, Public Safety, Corrections and Security"
14492,2018,180308,MANU,23.0,Manufacturing
14493,2018,180308,MRKT,2.0,Marketing Sales & Services
14494,2018,180308,STEM,0.0,"Science, Tech, Engineering and Math"
14495,2018,180308,TRAN,0.0,"Transportation, Distribution & Logistics"
14496,2018,180320,AGNR,17.0,Agricultural & Natural Resources Tech
14497,2018,180320,ARCH,3.0,Architecture and Construction
14498,2018,180320,AAVC,15.0,"Arts, Audio/Video Techn and Comm"
14499,2018,180320,BMA,12.0,Business Management and Administration
14500,2018,180320,EDUC,0.0,Education and Training
14501,2018,180320,FINA,0.0,Finance
14502,2018,180320,HLTH,25.0,Health Science
14503,2018,180320,HOSP,2.0,Hospitality and Tourism
14504,2018,180320,HUMA,1.0,Human Services
14505,2018,180320,INFO,15.0,Information Technology
14506,2018,180320,LAW,0.0,"Law, Public Safety, Corrections and Security"
14507,2018,180320,MANU,28.0,Manufacturing
14508,2018,180320,MRKT,0.0,Marketing Sales & Services
14509,2018,180320,STEM,0.0,"Science, Tech, Engineering and Math"
14510,2018,180320,TRAN,0.0,"Transportation, Distribution & Logistics"
14511,2018,180323,AGNR,1.0,Agricultural & Natural Resources Tech
14512,2018,180323,ARCH,0.0,Architecture and Construction
14513,2018,180323,AAVC,0.0,"Arts, Audio/Video Techn and Comm"
14514,2018,180323,BMA,0.0,Business Management and Administration
14515,2018,180323,EDUC,0.0,Education and Training
14516,2018,180323,FINA,0.0,Finance
14517,2018,180323,HLTH,0.0,Health Science
14518,2018,180323,HOSP,1.0,Hospitality and Tourism
14519,2018,180323,HUMA,0.0,Human Services
14520,2018,180323,INFO,1.0,Information Technology
14521,2018,180323,LAW,0.0,"Law, Public Safety, Corrections and Security"
14522,2018,180323,MANU,0.0,Manufacturing
14523,2018,180323,MRKT,0.0,Marketing Sales & Services
14524,2018,180323,STEM,0.0,"Science, Tech, Engineering and Math"
14525,2018,180323,TRAN,0.0,"Transportation, Distribution & Logistics"
14526,2018,180325,AGNR,0.0,Agricultural & Natural Resources Tech
14527,2018,180325,ARCH,0.0,Architecture and Construction
14528,2018,180325,AAVC,0.0,"Arts, Audio/Video Techn and Comm"
14529,2018,180325,BMA,0.0,Business Management and Administration
14530,2018,180325,EDUC,0.0,Education and Training
14531,2018,180325,FINA,0.0,Finance
14532,2018,180325,HLTH,0.0,Health Science
14533,2018,180325,HOSP,0.0,Hospitality and Tourism
14534,2018,180325,HUMA,0.0,Human Services
14535,2018,180325,INFO,0.0,Information Technology
14536,2018,180325,LAW,1.0,"Law, Public Safety, Corrections and Security"
14537,2018,180325,MANU,0.0,Manufacturing
14538,2018,180325,MRKT,0.0,Marketing Sales & Services
14539,2018,180325,STEM,0.0,"Science, Tech, Engineering and Math"
14540,2018,180325,TRAN,0.0,"Transportation, Distribution & Logistics"
14541,2018,180340,AGNR,18.0,Agricultural & Natural Resources Tech
14542,2018,180340,ARCH,11.0,Architecture and Construction
14543,2018,180340,AAVC,0.0,"Arts, Audio/Video Techn and Comm"
14544,2018,180340,BMA,2.0,Business Management and Administration
14545,2018,180340,EDUC,0.0,Education and Training
14546,2018,180340,FINA,0.0,Finance
14547,2018,180340,HLTH,23.0,Health Science
14548,2018,180340,HOSP,14.0,Hospitality and Tourism
14549,2018,180340,HUMA,1.0,Human Services
14550,2018,180340,INFO,21.0,Information Technology
14551,2018,180340,LAW,0.0,"Law, Public Safety, Corrections and Security"
14552,2018,180340,MANU,4.0,Manufacturing
14553,2018,180340,MRKT,0.0,Marketing Sales & Services
14554,2018,180340,STEM,1.0,"Science, Tech, Engineering and Math"
14555,2018,180340,TRAN,0.0,"Transportation, Distribution & Logistics"
14556,2018,180348,AGNR,3.0,Agricultural & Natural Resources Tech
14557,2018,180348,ARCH,8.0,Architecture and Construction
14558,2018,180348,AAVC,3.0,"Arts, Audio/Video Techn and Comm"
14559,2018,180348,BMA,6.0,Business Management and Administration
14560,2018,180348,EDUC,0.0,Education and Training
14561,2018,180348,FINA,0.0,Finance
14562,2018,180348,HLTH,23.0,Health Science
14563,2018,180348,HOSP,20.0,Hospitality and Tourism
14564,2018,180348,HUMA,5.0,Human Services
14565,2018,180348,INFO,21.0,Information Technology
14566,2018,180348,LAW,1.0,"Law, Public Safety, Corrections and Security"
14567,2018,180348,MANU,2.0,Manufacturing
14568,2018,180348,MRKT,3.0,Marketing Sales & Services
14569,2018,180348,STEM,0.0,"Science, Tech, Engineering and Math"
14570,2018,180348,TRAN,17.0,"Transportation, Distribution & Logistics"
14571,2018,180376,AGNR,7.0,Agricultural & Natural Resources Tech
14572,2018,180376,ARCH,27.0,Architecture and Construction
14573,2018,180376,AAVC,2.0,"Arts, Audio/Video Techn and Comm"
14574,2018,180376,BMA,14.0,Business Management and Administration
14575,2018,180376,EDUC,0.0,Education and Training
14576,2018,180376,FINA,0.0,Finance
14577,2018,180376,HLTH,27.0,Health Science
14578,2018,180376,HOSP,3.0,Hospitality and Tourism
14579,2018,180376,HUMA,3.0,Human Services
14580,2018,180376,INFO,9.0,Information Technology
14581,2018,180376,LAW,0.0,"Law, Public Safety, Corrections and Security"
14582,2018,180376,MANU,16.0,Manufacturing
14583,2018,180376,MRKT,4.0,Marketing Sales & Services
14584,2018,180376,STEM,5.0,"Science, Tech, Engineering and Math"
14585,2018,180376,TRAN,0.0,"Transportation, Distribution & Logistics"
14586,2018,181318,AGNR,1.0,Agricultural & Natural Resources Tech
14587,2018,181318,ARCH,0.0,Architecture and Construction
14588,2018,181318,AAVC,16.0,"Arts, Audio/Video Techn and Comm"
14589,2018,181318,BMA,7.0,Business Management and Administration
14590,2018,181318,EDUC,0.0,Education and Training
14591,2018,181318,FINA,0.0,Finance
14592,2018,181318,HLTH,0.0,Health Science
14593,2018,181318,HOSP,8.0,Hospitality and Tourism
14594,2018,181318,HUMA,0.0,Human Services
14595,2018,181318,INFO,1.0,Information Technology
14596,2018,181318,LAW,8.0,"Law, Public Safety, Corrections and Security"
14597,2018,181318,MANU,0.0,Manufacturing
14598,2018,181318,MRKT,4.0,Marketing Sales & Services
14599,2018,181318,STEM,0.0,"Science, Tech, Engineering and Math"
14600,2018,181318,TRAN,0.0,"Transportation, Distribution & Logistics"
14601,2018,181322,AGNR,24.0,Agricultural & Natural Resources Tech
14602,2018,181322,ARCH,8.0,Architecture and Construction
14603,2018,181322,AAVC,3.0,"Arts, Audio/Video Techn and Comm"
14604,2018,181322,BMA,6.0,Business Management and Administration
14605,2018,181322,EDUC,0.0,Education and Training
14606,2018,181322,FINA,0.0,Finance
14607,2018,181322,HLTH,8.0,Health Science
14608,2018,181322,HOSP,31.0,Hospitality and Tourism
14609,2018,181322,HUMA,0.0,Human Services
14610,2018,181322,INFO,9.0,Information Technology
14611,2018,181322,LAW,1.0,"Law, Public Safety, Corrections and Security"
14612,2018,181322,MANU,0.0,Manufacturing
14613,2018,181322,MRKT,4.0,Marketing Sales & Services
14614,2018,181322,STEM,0.0,"Science, Tech, Engineering and Math"
14615,2018,181322,TRAN,7.0,"Transportation, Distribution & Logistics"
14616,2018,182316,AGNR,17.0,Agricultural & Natural Resources Tech
14617,2018,182316,ARCH,22.0,Architecture and Construction
