,year,agency_code,career_cluster,num_concentrators,description
2033,2019,240334,LAW,1.0,"Law, Public Safety, Corrections and Security"
2034,2019,240334,TRAN,3.0,"Transportation, Distribution & Logistics"
2035,2019,290324,AAVC,11.0,"Arts, Audio/Video Techn and Comm"
2036,2019,290324,AGNR,50.0,Agricultural & Natural Resources Tech
2037,2019,290324,ARCH,17.0,Architecture and Construction
2038,2019,290324,BMA,18.0,Business Management and Administration
2039,2019,290324,EDUC,,Education and Training
2040,2019,290324,FINA,18.0,Finance
2041,2019,290324,HLTH,38.0,Health Science
2042,2019,290324,HOSP,27.0,Hospitality and Tourism
2043,2019,290324,HUMA,5.0,Human Services
2044,2019,290324,INFO,36.0,Information Technology
2045,2019,290324,LAW,2.0,"Law, Public Safety, Corrections and Security"
2046,2019,290324,MANU,22.0,Manufacturing
2047,2019,290324,MRKT,5.0,Marketing Sales & Services
2048,2019,290324,STEM,,"Science, Tech, Engineering and Math"
2049,2019,290324,TRAN,1.0,"Transportation, Distribution & Logistics"
2050,2019,310344,AAVC,,"Arts, Audio/Video Techn and Comm"
2051,2019,310344,AGNR,57.0,Agricultural & Natural Resources Tech
2052,2019,310344,ARCH,1.0,Architecture and Construction
2053,2019,310344,BMA,29.0,Business Management and Administration
2054,2019,310344,EDUC,,Education and Training
2055,2019,310344,FINA,,Finance
2056,2019,310344,HLTH,40.0,Health Science
2057,2019,310344,HOSP,22.0,Hospitality and Tourism
2058,2019,310344,HUMA,,Human Services
2059,2019,310344,INFO,18.0,Information Technology
2060,2019,310344,LAW,,"Law, Public Safety, Corrections and Security"
2061,2019,310344,MANU,5.0,Manufacturing
2062,2019,310344,MRKT,,Marketing Sales & Services
2063,2019,310344,STEM,27.0,"Science, Tech, Engineering and Math"
2064,2019,310344,TRAN,37.0,"Transportation, Distribution & Logistics"
2065,2019,340364,AAVC,6.0,"Arts, Audio/Video Techn and Comm"
2066,2019,340364,AGNR,,Agricultural & Natural Resources Tech
2067,2019,340364,ARCH,7.0,Architecture and Construction
2068,2019,340364,BMA,24.0,Business Management and Administration
2069,2019,340364,EDUC,,Education and Training
2070,2019,340364,FINA,27.0,Finance
2071,2019,340364,HLTH,27.0,Health Science
2072,2019,340364,HOSP,26.0,Hospitality and Tourism
2073,2019,340364,HUMA,4.0,Human Services
2074,2019,340364,INFO,4.0,Information Technology
2075,2019,340364,LAW,,"Law, Public Safety, Corrections and Security"
2076,2019,340364,MANU,2.0,Manufacturing
2077,2019,340364,MRKT,,Marketing Sales & Services
2078,2019,340364,STEM,18.0,"Science, Tech, Engineering and Math"
2079,2019,340364,TRAN,7.0,"Transportation, Distribution & Logistics"
2080,2019,340366,AAVC,,"Arts, Audio/Video Techn and Comm"
2081,2019,340366,BMA,,Business Management and Administration
2082,2019,340366,EDUC,,Education and Training
2083,2019,340366,FINA,,Finance
2084,2019,340366,HOSP,,Hospitality and Tourism
2085,2019,340366,HUMA,,Human Services
2086,2019,340366,INFO,,Information Technology
2087,2019,340366,MRKT,,Marketing Sales & Services
2088,2019,340366,STEM,,"Science, Tech, Engineering and Math"
2089,2019,920404,AAVC,,"Arts, Audio/Video Techn and Comm"
2090,2019,920404,BMA,,Business Management and Administration
2091,2019,920404,CD,,Career Development
2092,2019,920404,EDUC,,Education and Training
2093,2019,920404,FINA,,Finance
2094,2019,920404,HOSP,,Hospitality and Tourism
2095,2019,920404,HUMA,,Human Services
2096,2019,920404,INFO,,Information Technology
2097,2019,920404,MRKT,,Marketing Sales & Services
2098,2019,360390,AAVC,,"Arts, Audio/Video Techn and Comm"
2099,2019,360390,AGNR,22.0,Agricultural & Natural Resources Tech
2100,2019,360390,ARCH,26.0,Architecture and Construction
2101,2019,360390,BMA,,Business Management and Administration
2102,2019,360390,EDUC,2.0,Education and Training
2103,2019,360390,FINA,,Finance
2104,2019,360390,HLTH,14.0,Health Science
2105,2019,360390,HOSP,24.0,Hospitality and Tourism
2106,2019,360390,HUMA,,Human Services
2107,2019,360390,INFO,,Information Technology
2108,2019,360390,LAW,,"Law, Public Safety, Corrections and Security"
2109,2019,360390,MANU,,Manufacturing
2110,2019,360390,MRKT,,Marketing Sales & Services
2111,2019,360390,STEM,,"Science, Tech, Engineering and Math"
2112,2019,360390,TRAN,13.0,"Transportation, Distribution & Logistics"
2113,2019,450316,AAVC,9.0,"Arts, Audio/Video Techn and Comm"
2114,2019,450316,AGNR,20.0,Agricultural & Natural Resources Tech
2115,2019,450316,ARCH,25.0,Architecture and Construction
2116,2019,450316,BMA,9.0,Business Management and Administration
2117,2019,450316,FINA,,Finance
2118,2019,450316,HLTH,16.0,Health Science
2119,2019,450316,HOSP,24.0,Hospitality and Tourism
2120,2019,450316,HUMA,,Human Services
2121,2019,450316,INFO,2.0,Information Technology
2122,2019,450316,LAW,3.0,"Law, Public Safety, Corrections and Security"
2123,2019,450316,MANU,1.0,Manufacturing
2124,2019,450316,MRKT,11.0,Marketing Sales & Services
2125,2019,450316,STEM,9.0,"Science, Tech, Engineering and Math"
2126,2019,450316,TRAN,3.0,"Transportation, Distribution & Logistics"
2127,2019,470332,CD,,Career Development
2128,2019,470332,INFO,,Information Technology
2129,2019,470332,STEM,,"Science, Tech, Engineering and Math"
2130,2019,490327,AAVC,,"Arts, Audio/Video Techn and Comm"
2131,2019,490327,EDUC,,Education and Training
2132,2019,490327,HUMA,,Human Services
2133,2019,490327,INFO,,Information Technology
2134,2019,530314,AGNR,,Agricultural & Natural Resources Tech
2135,2019,530314,INFO,,Information Technology
2136,2019,530314,STEM,,"Science, Tech, Engineering and Math"
2137,2019,550320,AAVC,14.0,"Arts, Audio/Video Techn and Comm"
2138,2019,550320,AGNR,20.0,Agricultural & Natural Resources Tech
2139,2019,550320,ARCH,7.0,Architecture and Construction
2140,2019,550320,BMA,7.0,Business Management and Administration
2141,2019,550320,FINA,,Finance
2142,2019,550320,HLTH,24.0,Health Science
2143,2019,550320,HOSP,17.0,Hospitality and Tourism
2144,2019,550320,HUMA,2.0,Human Services
2145,2019,550320,INFO,9.0,Information Technology
2146,2019,550320,LAW,7.0,"Law, Public Safety, Corrections and Security"
2147,2019,550320,MANU,4.0,Manufacturing
2148,2019,550320,MRKT,2.0,Marketing Sales & Services
2149,2019,550320,STEM,2.0,"Science, Tech, Engineering and Math"
2150,2019,550320,TRAN,,"Transportation, Distribution & Logistics"
2151,2019,550322,INFO,,Information Technology
2152,2019,550322,STEM,,"Science, Tech, Engineering and Math"
2153,2019,590310,AAVC,,"Arts, Audio/Video Techn and Comm"
2154,2019,590310,BMA,,Business Management and Administration
2155,2019,590310,CD,,Career Development
2156,2019,590310,EDUC,,Education and Training
2157,2019,590310,FINA,,Finance
2158,2019,590310,HLTH,,Health Science
2159,2019,590310,HOSP,,Hospitality and Tourism
2160,2019,590310,HUMA,,Human Services
2161,2019,590310,INFO,,Information Technology
2162,2019,590310,MRKT,,Marketing Sales & Services
2163,2019,600377,AAVC,3.0,"Arts, Audio/Video Techn and Comm"
2164,2019,600377,AGNR,,Agricultural & Natural Resources Tech
2165,2019,600377,ARCH,2.0,Architecture and Construction
2166,2019,600377,BMA,12.0,Business Management and Administration
2167,2019,600377,FINA,,Finance
2168,2019,600377,HLTH,29.0,Health Science
2169,2019,600377,HOSP,37.0,Hospitality and Tourism
2170,2019,600377,INFO,15.0,Information Technology
2171,2019,600377,LAW,,"Law, Public Safety, Corrections and Security"
2172,2019,600377,MANU,,Manufacturing
2173,2019,600377,MRKT,15.0,Marketing Sales & Services
2174,2019,600377,STEM,27.0,"Science, Tech, Engineering and Math"
2175,2019,600377,TRAN,5.0,"Transportation, Distribution & Logistics"
2176,2019,620314,AAVC,,"Arts, Audio/Video Techn and Comm"
2177,2019,620314,CD,,Career Development
2178,2019,620314,EDUC,,Education and Training
2179,2019,620314,HUMA,,Human Services
2180,2019,920408,AAVC,,"Arts, Audio/Video Techn and Comm"
2181,2019,920408,BMA,,Business Management and Administration
2182,2019,920408,CD,,Career Development
2183,2019,920408,EDUC,,Education and Training
2184,2019,920408,FINA,,Finance
2185,2019,920408,HOSP,,Hospitality and Tourism
2186,2019,920408,HUMA,,Human Services
2187,2019,920408,INFO,,Information Technology
2188,2019,920408,MRKT,,Marketing Sales & Services
2189,2019,920408,STEM,,"Science, Tech, Engineering and Math"
2190,2019,620316,AAVC,,"Arts, Audio/Video Techn and Comm"
2191,2019,620316,AGNR,17.0,Agricultural & Natural Resources Tech
2192,2019,620316,ARCH,15.0,Architecture and Construction
2193,2019,620316,BMA,,Business Management and Administration
2194,2019,620316,EDUC,,Education and Training
2195,2019,620316,FINA,,Finance
2196,2019,620316,HLTH,18.0,Health Science
2197,2019,620316,HOSP,4.0,Hospitality and Tourism
2198,2019,620316,HUMA,,Human Services
2199,2019,620316,INFO,6.0,Information Technology
2200,2019,620316,LAW,9.0,"Law, Public Safety, Corrections and Security"
2201,2019,620316,MANU,8.0,Manufacturing
2202,2019,620316,MRKT,,Marketing Sales & Services
2203,2019,620316,STEM,1.0,"Science, Tech, Engineering and Math"
2204,2019,620316,TRAN,15.0,"Transportation, Distribution & Logistics"
2205,2019,800340,AAVC,2.0,"Arts, Audio/Video Techn and Comm"
2206,2019,800340,AGNR,58.0,Agricultural & Natural Resources Tech
2207,2019,800340,ARCH,30.0,Architecture and Construction
2208,2019,800340,BMA,5.0,Business Management and Administration
2209,2019,800340,EDUC,,Education and Training
2210,2019,800340,FINA,1.0,Finance
2211,2019,800340,HLTH,14.0,Health Science
2212,2019,800340,HOSP,39.0,Hospitality and Tourism
2213,2019,800340,HUMA,2.0,Human Services
2214,2019,800340,INFO,8.0,Information Technology
2215,2019,800340,LAW,2.0,"Law, Public Safety, Corrections and Security"
2216,2019,800340,MANU,1.0,Manufacturing
2217,2019,800340,MRKT,,Marketing Sales & Services
2218,2019,800340,STEM,1.0,"Science, Tech, Engineering and Math"
2219,2019,800340,TRAN,,"Transportation, Distribution & Logistics"
2220,2019,810340,AAVC,,"Arts, Audio/Video Techn and Comm"
2221,2019,810340,AGNR,46.0,Agricultural & Natural Resources Tech
2222,2019,810340,ARCH,14.0,Architecture and Construction
2223,2019,810340,BMA,16.0,Business Management and Administration
2224,2019,810340,EDUC,,Education and Training
2225,2019,810340,FINA,,Finance
2226,2019,810340,HLTH,20.0,Health Science
2227,2019,810340,HOSP,26.0,Hospitality and Tourism
2228,2019,810340,HUMA,8.0,Human Services
2229,2019,810340,INFO,17.0,Information Technology
2230,2019,810340,LAW,4.0,"Law, Public Safety, Corrections and Security"
2231,2019,810340,MANU,1.0,Manufacturing
2232,2019,810340,MRKT,,Marketing Sales & Services
2233,2019,810340,STEM,2.0,"Science, Tech, Engineering and Math"
2234,2019,810340,TRAN,6.0,"Transportation, Distribution & Logistics"
2235,2019,810342,INFO,,Information Technology
2236,2019,810342,STEM,,"Science, Tech, Engineering and Math"
2237,2019,860316,AAVC,5.0,"Arts, Audio/Video Techn and Comm"
2238,2019,860316,AGNR,16.0,Agricultural & Natural Resources Tech
2239,2019,860316,ARCH,11.0,Architecture and Construction
2240,2019,860316,BMA,9.0,Business Management and Administration
2241,2019,860316,EDUC,,Education and Training
2242,2019,860316,FINA,,Finance
2243,2019,860316,HLTH,18.0,Health Science
2244,2019,860316,HOSP,11.0,Hospitality and Tourism
2245,2019,860316,HUMA,1.0,Human Services
2246,2019,860316,INFO,7.0,Information Technology
2247,2019,860316,LAW,,"Law, Public Safety, Corrections and Security"
2248,2019,860316,MANU,1.0,Manufacturing
2249,2019,860316,MRKT,4.0,Marketing Sales & Services
2250,2019,860316,STEM,8.0,"Science, Tech, Engineering and Math"
2251,2019,860316,TRAN,3.0,"Transportation, Distribution & Logistics"
2252,2019,900308,AGNR,,Agricultural & Natural Resources Tech
2253,2019,900308,CD,,Career Development
2254,2019,900308,INFO,,Information Technology
2255,2019,900308,STEM,,"Science, Tech, Engineering and Math"
2256,2019,920411,AAVC,12.0,"Arts, Audio/Video Techn and Comm"
2257,2019,920411,AGNR,33.0,Agricultural & Natural Resources Tech
2258,2019,920411,ARCH,7.0,Architecture and Construction
2259,2019,920411,BMA,4.0,Business Management and Administration
2260,2019,920411,EDUC,,Education and Training
2261,2019,920411,FINA,,Finance
2262,2019,920411,HLTH,41.0,Health Science
2263,2019,920411,HOSP,11.0,Hospitality and Tourism
2264,2019,920411,HUMA,1.0,Human Services
2265,2019,920411,INFO,,Information Technology
2266,2019,920411,LAW,,"Law, Public Safety, Corrections and Security"
2267,2019,920411,MANU,,Manufacturing
2268,2019,920411,MRKT,4.0,Marketing Sales & Services
2269,2019,920411,STEM,3.0,"Science, Tech, Engineering and Math"
2270,2019,920411,TRAN,9.0,"Transportation, Distribution & Logistics"
2271,2019,920410,AAVC,,"Arts, Audio/Video Techn and Comm"
2272,2019,920410,BMA,,Business Management and Administration
2273,2019,920410,CD,,Career Development
2274,2019,920410,EDUC,,Education and Training
2275,2019,920410,FINA,,Finance
2276,2019,920410,HOSP,,Hospitality and Tourism
2277,2019,920410,HUMA,,Human Services
2278,2019,920410,INFO,,Information Technology
2279,2019,920410,MRKT,,Marketing Sales & Services
2280,2019,920410,STEM,,"Science, Tech, Engineering and Math"
2281,2019,970320,AAVC,2.0,"Arts, Audio/Video Techn and Comm"
2282,2019,970320,AGNR,26.0,Agricultural & Natural Resources Tech
2283,2019,970320,ARCH,2.0,Architecture and Construction
2284,2019,970320,BMA,1.0,Business Management and Administration
2285,2019,970320,FINA,1.0,Finance
2286,2019,970320,HLTH,28.0,Health Science
2287,2019,970320,HOSP,3.0,Hospitality and Tourism
2288,2019,970320,HUMA,,Human Services
2289,2019,970320,INFO,2.0,Information Technology
2290,2019,970320,LAW,2.0,"Law, Public Safety, Corrections and Security"
2291,2019,970320,MANU,10.0,Manufacturing
2292,2019,970320,MRKT,1.0,Marketing Sales & Services
2293,2019,970320,STEM,5.0,"Science, Tech, Engineering and Math"
2294,2019,970320,TRAN,6.0,"Transportation, Distribution & Logistics"
2295,2019,970322,INFO,,Information Technology
2296,2019,970322,STEM,,"Science, Tech, Engineering and Math"
2297,2019,995324,INFO,,Information Technology
2298,2019,10324,AAVC,,"Arts, Audio/Video Techn and Comm"
2299,2019,10324,AGNR,,Agricultural & Natural Resources Tech
2300,2019,10324,ARCH,,Architecture and Construction
2301,2019,10324,BMA,,Business Management and Administration
2302,2019,10324,EDUC,,Education and Training
2303,2019,10324,FINA,,Finance
2304,2019,10324,HLTH,,Health Science
2305,2019,10324,HOSP,,Hospitality and Tourism
2306,2019,10324,HUMA,,Human Services
2307,2019,10324,INFO,,Information Technology
2308,2019,10324,LAW,,"Law, Public Safety, Corrections and Security"
2309,2019,10324,MANU,,Manufacturing
2310,2019,10324,MRKT,,Marketing Sales & Services
2311,2019,10324,STEM,,"Science, Tech, Engineering and Math"
2312,2019,10324,TRAN,,"Transportation, Distribution & Logistics"
2313,2019,410358,AAVC,16.0,"Arts, Audio/Video Techn and Comm"
2314,2019,410358,AGNR,1.0,Agricultural & Natural Resources Tech
2315,2019,410358,ARCH,14.0,Architecture and Construction
2316,2019,410358,BMA,12.0,Business Management and Administration
2317,2019,410358,FINA,6.0,Finance
2318,2019,410358,HLTH,20.0,Health Science
2319,2019,410358,HOSP,2.0,Hospitality and Tourism
2320,2019,410358,HUMA,28.0,Human Services
2321,2019,410358,INFO,10.0,Information Technology
2322,2019,410358,MANU,11.0,Manufacturing
2323,2019,410358,MRKT,3.0,Marketing Sales & Services
2324,2019,410358,STEM,21.0,"Science, Tech, Engineering and Math"
2325,2019,410358,TRAN,4.0,"Transportation, Distribution & Logistics"
2326,2019,410460,AAVC,,"Arts, Audio/Video Techn and Comm"
2327,2019,410460,EDUC,,Education and Training
2328,2019,410460,HUMA,,Human Services
2329,2019,410460,INFO,,Information Technology
2330,2019,410460,STEM,,"Science, Tech, Engineering and Math"
2331,2019,760318,AAVC,3.0,"Arts, Audio/Video Techn and Comm"
2332,2019,760318,AGNR,36.0,Agricultural & Natural Resources Tech
2333,2019,760318,ARCH,18.0,Architecture and Construction
2334,2019,760318,BMA,6.0,Business Management and Administration
2335,2019,760318,EDUC,,Education and Training
2336,2019,760318,FINA,,Finance
2337,2019,760318,HLTH,13.0,Health Science
2338,2019,760318,HOSP,2.0,Hospitality and Tourism
2339,2019,760318,HUMA,5.0,Human Services
2340,2019,760318,INFO,9.0,Information Technology
2341,2019,760318,LAW,,"Law, Public Safety, Corrections and Security"
2342,2019,760318,MANU,3.0,Manufacturing
2343,2019,760318,MRKT,,Marketing Sales & Services
2344,2019,760318,STEM,1.0,"Science, Tech, Engineering and Math"
2345,2019,760318,TRAN,,"Transportation, Distribution & Logistics"
2346,2019,960330,AAVC,7.0,"Arts, Audio/Video Techn and Comm"
2347,2019,960330,AGNR,30.0,Agricultural & Natural Resources Tech
2348,2019,960330,ARCH,13.0,Architecture and Construction
2349,2019,960330,BMA,8.0,Business Management and Administration
2350,2019,960330,EDUC,,Education and Training
2351,2019,960330,FINA,3.0,Finance
2352,2019,960330,HLTH,22.0,Health Science
2353,2019,960330,HOSP,41.0,Hospitality and Tourism
2354,2019,960330,HUMA,,Human Services
2355,2019,960330,INFO,1.0,Information Technology
2356,2019,960330,LAW,,"Law, Public Safety, Corrections and Security"
2357,2019,960330,MANU,4.0,Manufacturing
2358,2019,960330,MRKT,3.0,Marketing Sales & Services
2359,2019,960330,STEM,,"Science, Tech, Engineering and Math"
2360,2019,960330,TRAN,17.0,"Transportation, Distribution & Logistics"
2361,2019,960331,BMA,,Business Management and Administration
2362,2019,960331,FINA,,Finance
2363,2019,960331,HOSP,,Hospitality and Tourism
2364,2019,960331,INFO,,Information Technology
2365,2019,960331,MRKT,,Marketing Sales & Services
2366,2019,960331,STEM,,"Science, Tech, Engineering and Math"
2367,2019,600381,AGNR,,Agricultural & Natural Resources Tech
2368,2019,600381,BMA,,Business Management and Administration
2369,2019,600381,FINA,,Finance
2370,2019,600381,HOSP,,Hospitality and Tourism
2371,2019,600381,INFO,,Information Technology
2372,2019,600381,MRKT,,Marketing Sales & Services
2373,2019,600381,STEM,,"Science, Tech, Engineering and Math"
2374,2019,110451,STEM,,"Science, Tech, Engineering and Math"
2375,2019,330326,ARCH,,Architecture and Construction
2376,2019,330326,BMA,,Business Management and Administration
2377,2019,330326,EDUC,,Education and Training
2378,2019,330326,FINA,,Finance
2379,2019,330326,HLTH,,Health Science
2380,2019,330326,HUMA,,Human Services
2381,2019,330326,INFO,,Information Technology
2382,2019,330326,LAW,,"Law, Public Safety, Corrections and Security"
2383,2019,330326,MANU,,Manufacturing
2384,2019,330326,MRKT,,Marketing Sales & Services
2385,2019,630320,BMA,,Business Management and Administration
2386,2019,630320,CD,,Career Development
2387,2019,630320,FINA,,Finance
2388,2019,630320,HOSP,,Hospitality and Tourism
2389,2019,630320,INFO,,Information Technology
2390,2019,630320,MRKT,,Marketing Sales & Services
2391,2019,700308,BMA,,Business Management and Administration
2392,2019,700308,FINA,,Finance
2393,2019,700308,HOSP,,Hospitality and Tourism
2394,2019,700308,INFO,,Information Technology
2395,2019,700308,MRKT,,Marketing Sales & Services
2396,2019,700308,STEM,,"Science, Tech, Engineering and Math"
2397,2019,700325,AGNR,,Agricultural & Natural Resources Tech
2398,2019,700325,ARCH,,Architecture and Construction
2399,2019,700325,FINA,,Finance
2400,2019,700325,HUMA,,Human Services
2401,2019,700325,INFO,,Information Technology
2402,2019,90332,INFO,,Information Technology
2403,2019,861304,INFO,,Information Technology
2404,2019,861308,AAVC,7.0,"Arts, Audio/Video Techn and Comm"
2405,2019,861308,AGNR,41.0,Agricultural & Natural Resources Tech
2406,2019,861308,ARCH,11.0,Architecture and Construction
2407,2019,861308,BMA,12.0,Business Management and Administration
2408,2019,861308,EDUC,,Education and Training
2409,2019,861308,FINA,,Finance
2410,2019,861308,HLTH,6.0,Health Science
2411,2019,861308,HOSP,16.0,Hospitality and Tourism
2412,2019,861308,HUMA,,Human Services
2413,2019,861308,INFO,7.0,Information Technology
2414,2019,861308,LAW,,"Law, Public Safety, Corrections and Security"
2415,2019,861308,MANU,,Manufacturing
2416,2019,861308,MRKT,7.0,Marketing Sales & Services
2417,2019,861308,STEM,8.0,"Science, Tech, Engineering and Math"
2418,2019,861308,TRAN,1.0,"Transportation, Distribution & Logistics"
2419,2019,861312,CD,,Career Development
2420,2019,861312,STEM,,"Science, Tech, Engineering and Math"
2421,2019,770316,INFO,,Information Technology
2422,2019,980324,BMA,,Business Management and Administration
2423,2019,980324,CD,,Career Development
2424,2019,980324,FINA,,Finance
2425,2019,980324,HOSP,,Hospitality and Tourism
2426,2019,980324,INFO,,Information Technology
2427,2019,980324,MRKT,,Marketing Sales & Services
2428,2019,650325,BMA,,Business Management and Administration
2429,2019,650325,FINA,,Finance
2430,2019,650325,HOSP,,Hospitality and Tourism
2431,2019,650325,INFO,,Information Technology
2432,2019,650325,MRKT,,Marketing Sales & Services
2433,2019,650325,STEM,,"Science, Tech, Engineering and Math"
2434,2019,650326,AAVC,13.0,"Arts, Audio/Video Techn and Comm"
2435,2019,650326,AGNR,4.0,Agricultural & Natural Resources Tech
2436,2019,650326,ARCH,20.0,Architecture and Construction
2437,2019,650326,BMA,,Business Management and Administration
2438,2019,650326,FINA,,Finance
2439,2019,650326,HLTH,29.0,Health Science
2440,2019,650326,HOSP,31.0,Hospitality and Tourism
2441,2019,650326,HUMA,7.0,Human Services
2442,2019,650326,INFO,27.0,Information Technology
2443,2019,650326,LAW,,"Law, Public Safety, Corrections and Security"
2444,2019,650326,MANU,,Manufacturing
2445,2019,650326,MRKT,,Marketing Sales & Services
2446,2019,650326,STEM,16.0,"Science, Tech, Engineering and Math"
2447,2019,650326,TRAN,,"Transportation, Distribution & Logistics"
2448,2019,420324,BMA,,Business Management and Administration
2449,2019,420324,FINA,,Finance
2450,2019,420324,HOSP,,Hospitality and Tourism
2451,2019,420324,INFO,,Information Technology
2452,2019,420324,MRKT,,Marketing Sales & Services
2453,2019,110352,AAVC,11.0,"Arts, Audio/Video Techn and Comm"
2454,2019,110352,AGNR,36.0,Agricultural & Natural Resources Tech
2455,2019,110352,ARCH,25.0,Architecture and Construction
2456,2019,110352,BMA,2.0,Business Management and Administration
2457,2019,110352,EDUC,,Education and Training
2458,2019,110352,FINA,1.0,Finance
2459,2019,110352,HLTH,47.0,Health Science
2460,2019,110352,HOSP,15.0,Hospitality and Tourism
2461,2019,110352,HUMA,,Human Services
2462,2019,110352,INFO,4.0,Information Technology
2463,2019,110352,LAW,11.0,"Law, Public Safety, Corrections and Security"
2464,2019,110352,MANU,3.0,Manufacturing
2465,2019,110352,MRKT,2.0,Marketing Sales & Services
2466,2019,110352,STEM,,"Science, Tech, Engineering and Math"
2467,2019,110352,TRAN,14.0,"Transportation, Distribution & Logistics"
2468,2019,110425,STEM,,"Science, Tech, Engineering and Math"
2469,2019,110401,AAVC,,"Arts, Audio/Video Techn and Comm"
2470,2019,110401,AGNR,,Agricultural & Natural Resources Tech
2471,2019,110401,EDUC,,Education and Training
2472,2019,110401,HUMA,,Human Services
2473,2019,110401,INFO,,Information Technology
2474,2019,110401,STEM,,"Science, Tech, Engineering and Math"
2475,2019,920412,AAVC,30.0,"Arts, Audio/Video Techn and Comm"
2476,2019,920412,AGNR,13.0,Agricultural & Natural Resources Tech
2477,2019,920412,ARCH,7.0,Architecture and Construction
2478,2019,920412,BMA,12.0,Business Management and Administration
2479,2019,920412,EDUC,,Education and Training
2480,2019,920412,FINA,,Finance
2481,2019,920412,HLTH,65.0,Health Science
2482,2019,920412,HOSP,23.0,Hospitality and Tourism
2483,2019,920412,HUMA,7.0,Human Services
2484,2019,920412,INFO,1.0,Information Technology
2485,2019,920412,LAW,,"Law, Public Safety, Corrections and Security"
2486,2019,920412,MANU,1.0,Manufacturing
2487,2019,920412,MRKT,10.0,Marketing Sales & Services
2488,2019,920412,STEM,19.0,"Science, Tech, Engineering and Math"
2489,2019,920412,TRAN,9.0,"Transportation, Distribution & Logistics"
2490,2019,110340,AAVC,1.0,"Arts, Audio/Video Techn and Comm"
2491,2019,110340,AGNR,74.0,Agricultural & Natural Resources Tech
2492,2019,110340,ARCH,38.0,Architecture and Construction
2493,2019,110340,BMA,2.0,Business Management and Administration
2494,2019,110340,EDUC,,Education and Training
2495,2019,110340,FINA,,Finance
2496,2019,110340,HLTH,38.0,Health Science
2497,2019,110340,HOSP,67.0,Hospitality and Tourism
2498,2019,110340,HUMA,7.0,Human Services
2499,2019,110340,INFO,2.0,Information Technology
2500,2019,110340,LAW,6.0,"Law, Public Safety, Corrections and Security"
2501,2019,110340,MANU,1.0,Manufacturing
2502,2019,110340,MRKT,1.0,Marketing Sales & Services
2503,2019,110340,STEM,,"Science, Tech, Engineering and Math"
2504,2019,110340,TRAN,,"Transportation, Distribution & Logistics"
2505,2019,110342,AAVC,,"Arts, Audio/Video Techn and Comm"
2506,2019,110342,AGNR,,Agricultural & Natural Resources Tech
2507,2019,110342,CD,,Career Development
2508,2019,110342,EDUC,,Education and Training
2509,2019,110342,HUMA,,Human Services
2510,2019,110342,STEM,,"Science, Tech, Engineering and Math"
2511,2019,800314,AGNR,,Agricultural & Natural Resources Tech
2512,2019,800314,INFO,,Information Technology
2513,2019,650327,AAVC,42.0,"Arts, Audio/Video Techn and Comm"
2514,2019,650327,AGNR,1.0,Agricultural & Natural Resources Tech
2515,2019,650327,ARCH,6.0,Architecture and Construction
2516,2019,650327,BMA,10.0,Business Management and Administration
2517,2019,650327,FINA,,Finance
2518,2019,650327,HLTH,26.0,Health Science
2519,2019,650327,HOSP,25.0,Hospitality and Tourism
2520,2019,650327,HUMA,6.0,Human Services
2521,2019,650327,INFO,33.0,Information Technology
2522,2019,650327,LAW,,"Law, Public Safety, Corrections and Security"
2523,2019,650327,MANU,,Manufacturing
2524,2019,650327,MRKT,5.0,Marketing Sales & Services
2525,2019,650327,STEM,34.0,"Science, Tech, Engineering and Math"
2526,2019,650327,TRAN,,"Transportation, Distribution & Logistics"
2527,2019,240344,INFO,,Information Technology
2528,2019,780324,CD,,Career Development
2529,2019,780324,INFO,,Information Technology
2530,2019,780325,AAVC,1.0,"Arts, Audio/Video Techn and Comm"
2531,2019,780325,AGNR,21.0,Agricultural & Natural Resources Tech
2532,2019,780325,ARCH,5.0,Architecture and Construction
2533,2019,780325,BMA,52.0,Business Management and Administration
2534,2019,780325,EDUC,,Education and Training
2535,2019,780325,FINA,14.0,Finance
2536,2019,780325,HLTH,36.0,Health Science
2537,2019,780325,HOSP,,Hospitality and Tourism
2538,2019,780325,HUMA,,Human Services
2539,2019,780325,INFO,3.0,Information Technology
2540,2019,780325,LAW,4.0,"Law, Public Safety, Corrections and Security"
2541,2019,780325,MANU,2.0,Manufacturing
2542,2019,780325,MRKT,5.0,Marketing Sales & Services
2543,2019,780325,STEM,,"Science, Tech, Engineering and Math"
2544,2019,780325,TRAN,,"Transportation, Distribution & Logistics"
2545,2019,780326,CD,,Career Development
2546,2019,780326,INFO,,Information Technology
2547,2019,500314,INFO,,Information Technology
2548,2019,740344,AAVC,3.0,"Arts, Audio/Video Techn and Comm"
2549,2019,740344,AGNR,19.0,Agricultural & Natural Resources Tech
2550,2019,740344,ARCH,13.0,Architecture and Construction
2551,2019,740344,BMA,4.0,Business Management and Administration
2552,2019,740344,FINA,,Finance
2553,2019,740344,HLTH,31.0,Health Science
2554,2019,740344,HOSP,15.0,Hospitality and Tourism
2555,2019,740344,HUMA,4.0,Human Services
2556,2019,740344,INFO,7.0,Information Technology
2557,2019,740344,LAW,,"Law, Public Safety, Corrections and Security"
2558,2019,740344,MANU,11.0,Manufacturing
2559,2019,740344,MRKT,1.0,Marketing Sales & Services
2560,2019,740344,STEM,,"Science, Tech, Engineering and Math"
