,year,agency_code,career_cluster,num_concentrators
5678,2019,181312,FINA,
5679,2019,181312,HOSP,
5680,2019,181312,INFO,
5681,2019,181312,MRKT,
5682,2019,181312,STEM,
5683,2019,490347,INFO,
5684,2019,490347,STEM,
5685,2019,130326,AAVC,2.0
5686,2019,130326,AGNR,61.0
5687,2019,130326,ARCH,10.0
5688,2019,130326,BMA,5.0
5689,2019,130326,EDUC,1.0
5690,2019,130326,FINA,
5691,2019,130326,HLTH,36.0
5692,2019,130326,HOSP,39.0
5693,2019,130326,HUMA,4.0
5694,2019,130326,INFO,7.0
5695,2019,130326,LAW,
5696,2019,130326,MANU,
5697,2019,130326,MRKT,
5698,2019,130326,STEM,10.0
5699,2019,130326,TRAN,20.0
5700,2019,130327,AAVC,
5701,2019,130327,AGNR,
5702,2019,130327,BMA,
5703,2019,130327,CD,
5704,2019,130327,EDUC,
5705,2019,130327,FINA,
5706,2019,130327,HOSP,
5707,2019,130327,HUMA,
5708,2019,130327,INFO,
5709,2019,130327,MRKT,
5710,2019,410490,AAVC,3.0
5711,2019,410490,AGNR,
5712,2019,410490,ARCH,1.0
5713,2019,410490,BMA,12.0
5714,2019,410490,FINA,
5715,2019,410490,HLTH,22.0
5716,2019,410490,HOSP,
5717,2019,410490,HUMA,9.0
5718,2019,410490,INFO,7.0
5719,2019,410490,LAW,
5720,2019,410490,MANU,1.0
5721,2019,410490,MRKT,9.0
5722,2019,410490,STEM,9.0
5723,2019,410490,TRAN,2.0
5724,2019,410493,AAVC,
5725,2019,410493,BMA,
5726,2019,410493,EDUC,
5727,2019,410493,FINA,
5728,2019,410493,HOSP,
5729,2019,410493,HUMA,
5730,2019,410493,INFO,
5731,2019,410493,MRKT,
5732,2019,410493,STEM,
5733,2019,420346,AAVC,
5734,2019,420346,AGNR,10.0
5735,2019,420346,ARCH,
5736,2019,420346,BMA,16.0
5737,2019,420346,FINA,
5738,2019,420346,HLTH,1.0
5739,2019,420346,HOSP,
5740,2019,420346,HUMA,13.0
5741,2019,420346,INFO,6.0
5742,2019,420346,LAW,
5743,2019,420346,MANU,3.0
5744,2019,420346,STEM,
5745,2019,340464,AAVC,
5746,2019,340464,BMA,
5747,2019,340464,CD,
5748,2019,340464,EDUC,
5749,2019,340464,FINA,
5750,2019,340464,HOSP,
5751,2019,340464,HUMA,
5752,2019,340464,INFO,
5753,2019,340464,MRKT,
5754,2019,340464,STEM,
5755,2019,600482,AAVC,11.0
5756,2019,600482,AGNR,
5757,2019,600482,ARCH,
5758,2019,600482,BMA,
5759,2019,600482,EDUC,
5760,2019,600482,FINA,
5761,2019,600482,HLTH,
5762,2019,600482,HOSP,
5763,2019,600482,HUMA,
5764,2019,600482,INFO,
5765,2019,600482,LAW,
5766,2019,600482,MANU,9.0
5767,2019,600482,MRKT,1.0
5768,2019,600482,STEM,1.0
5769,2019,600482,TRAN,
5770,2019,190342,AAVC,1.0
5771,2019,190342,AGNR,28.0
5772,2019,190342,ARCH,12.0
5773,2019,190342,BMA,12.0
5774,2019,190342,EDUC,
5775,2019,190342,FINA,
5776,2019,190342,HLTH,31.0
5777,2019,190342,HOSP,7.0
5778,2019,190342,HUMA,
5779,2019,190342,INFO,14.0
5780,2019,190342,LAW,2.0
5781,2019,190342,MANU,
5782,2019,190342,MRKT,14.0
5783,2019,190342,STEM,
5784,2019,190342,TRAN,10.0
5785,2019,670336,AAVC,
5786,2019,670336,BMA,
5787,2019,670336,CD,
5788,2019,670336,EDUC,
5789,2019,670336,FINA,
5790,2019,670336,HOSP,
5791,2019,670336,HUMA,
5792,2019,670336,INFO,
5793,2019,670336,MRKT,
5794,2019,670336,STEM,
5795,2019,960360,BMA,
5796,2019,960360,FINA,
5797,2019,960360,HOSP,
5798,2019,960360,INFO,
5799,2019,960360,MRKT,
5800,2019,960360,STEM,
5801,2019,640347,AAVC,
5802,2019,640347,BMA,2.0
5803,2019,640347,FINA,
5804,2019,640347,INFO,
5805,2019,640347,LAW,2.0
5806,2019,640347,MANU,
5807,2019,640347,MRKT,
5808,2019,640347,STEM,
5809,2019,290349,AAVC,
5810,2019,290349,AGNR,
5811,2019,290349,ARCH,
5812,2019,290349,BMA,
5813,2019,290349,FINA,
5814,2019,290349,HLTH,
5815,2019,290349,HOSP,
5816,2019,290349,HUMA,
5817,2019,290349,INFO,
5818,2019,290349,MANU,
5819,2019,290349,STEM,
5820,2019,290351,AAVC,
5821,2019,290351,BMA,
5822,2019,290351,CD,
5823,2019,290351,EDUC,
5824,2019,290351,FINA,
5825,2019,290351,HOSP,
5826,2019,290351,HUMA,
5827,2019,290351,INFO,
5828,2019,290351,MRKT,
5829,2019,290351,STEM,
5830,2019,140376,INFO,
5831,2019,840342,BMA,
5832,2019,840342,FINA,
5833,2019,840342,HOSP,
5834,2019,840342,MRKT,
5835,2019,600488,BMA,
5836,2019,600488,CD,
5837,2019,600488,FINA,
5838,2019,600488,HOSP,
5839,2019,600488,INFO,
5840,2019,600488,MRKT,
5841,2019,480316,AAVC,
5842,2019,480316,AGNR,
5843,2019,480316,ARCH,
5844,2019,480316,BMA,
5845,2019,480316,EDUC,
5846,2019,480316,FINA,
5847,2019,480316,HLTH,
5848,2019,480316,HOSP,
5849,2019,480316,HUMA,
5850,2019,480316,INFO,
5851,2019,480316,LAW,
5852,2019,480316,MANU,1.0
5853,2019,480316,MRKT,
5854,2019,480316,STEM,
5855,2019,480316,TRAN,
5856,2019,600490,AAVC,21.0
5857,2019,600490,AGNR,1.0
5858,2019,600490,ARCH,11.0
5859,2019,600490,BMA,54.0
5860,2019,600490,EDUC,
5861,2019,600490,FINA,17.0
5862,2019,600490,HLTH,64.0
5863,2019,600490,HOSP,18.0
5864,2019,600490,HUMA,
5865,2019,600490,INFO,48.0
5866,2019,600490,LAW,
5867,2019,600490,MANU,9.0
5868,2019,600490,MRKT,17.0
5869,2019,600490,STEM,119.0
5870,2019,600490,TRAN,
5871,2019,670300,INFO,
5872,2019,680332,AAVC,9.0
5873,2019,680332,AGNR,89.0
5874,2019,680332,ARCH,13.0
5875,2019,680332,BMA,2.0
5876,2019,680332,EDUC,
5877,2019,680332,FINA,
5878,2019,680332,HLTH,
5879,2019,680332,HOSP,14.0
5880,2019,680332,HUMA,3.0
5881,2019,680332,INFO,15.0
5882,2019,680332,LAW,4.0
5883,2019,680332,MANU,1.0
5884,2019,680332,MRKT,1.0
5885,2019,680332,STEM,4.0
5886,2019,680332,TRAN,
5887,2019,780352,BMA,
5888,2019,780352,CD,
5889,2019,780352,FINA,
5890,2019,780352,HOSP,
5891,2019,780352,INFO,
5892,2019,780352,MRKT,
5893,2019,410402,AAVC,
5894,2019,410402,BMA,
5895,2019,410402,EDUC,
5896,2019,410402,FINA,
5897,2019,410402,HOSP,
5898,2019,410402,HUMA,
5899,2019,410402,INFO,
5900,2019,410402,MRKT,
5901,2019,410402,STEM,
5902,2019,430371,AAVC,29.0
5903,2019,430371,AGNR,51.0
5904,2019,430371,ARCH,53.0
5905,2019,430371,BMA,10.0
5906,2019,430371,EDUC,
5907,2019,430371,FINA,3.0
5908,2019,430371,HLTH,17.0
5909,2019,430371,HOSP,33.0
5910,2019,430371,HUMA,
5911,2019,430371,INFO,29.0
5912,2019,430371,LAW,4.0
5913,2019,430371,MANU,7.0
5914,2019,430371,MRKT,1.0
5915,2019,430371,STEM,
5916,2019,430371,TRAN,14.0
5917,2019,430370,INFO,
5918,2019,110336,AAVC,17.0
5919,2019,110336,AGNR,20.0
5920,2019,110336,ARCH,16.0
5921,2019,110336,BMA,
5922,2019,110336,EDUC,2.0
5923,2019,110336,FINA,
5924,2019,110336,HLTH,26.0
5925,2019,110336,HOSP,3.0
5926,2019,110336,HUMA,
5927,2019,110336,INFO,7.0
5928,2019,110336,LAW,9.0
5929,2019,110336,MANU,6.0
5930,2019,110336,MRKT,
5931,2019,110336,STEM,3.0
5932,2019,110336,TRAN,
5933,2019,110338,AAVC,
5934,2019,110338,CD,
5935,2019,110338,EDUC,
5936,2019,110338,HUMA,
5937,2019,110338,STEM,
5938,2019,70338,BMA,
5939,2019,70338,CD,
5940,2019,70338,FINA,
5941,2019,70338,HOSP,
5942,2019,70338,INFO,
5943,2019,70338,MRKT,
5944,2019,70338,STEM,
5945,2019,740376,INFO,
5946,2019,410508,AAVC,6.0
5947,2019,410508,AGNR,2.0
5948,2019,410508,ARCH,13.0
5949,2019,410508,BMA,11.0
5950,2019,410508,EDUC,
5951,2019,410508,FINA,3.0
5952,2019,410508,HLTH,7.0
5953,2019,410508,HOSP,2.0
5954,2019,410508,HUMA,
5955,2019,410508,INFO,10.0
5956,2019,410508,LAW,
5957,2019,410508,MANU,
5958,2019,410508,MRKT,3.0
5959,2019,410508,STEM,9.0
5960,2019,410508,TRAN,1.0
5961,2019,340480,AAVC,
5962,2019,340480,BMA,
5963,2019,340480,CD,
5964,2019,340480,EDUC,
5965,2019,340480,FINA,
5966,2019,340480,HOSP,
5967,2019,340480,HUMA,
5968,2019,340480,INFO,
5969,2019,340480,MRKT,
5970,2019,340480,STEM,
5971,2019,690320,AAVC,
5972,2019,690320,AGNR,19.0
5973,2019,690320,ARCH,16.0
5974,2019,690320,BMA,
5975,2019,690320,FINA,
5976,2019,690320,HLTH,14.0
5977,2019,690320,HOSP,6.0
5978,2019,690320,HUMA,4.0
5979,2019,690320,INFO,5.0
5980,2019,690320,LAW,1.0
5981,2019,690320,STEM,8.0
5982,2019,690316,CD,
5983,2019,690316,INFO,
5984,2019,690316,STEM,
5985,2019,920526,AAVC,64.0
5986,2019,920526,AGNR,16.0
5987,2019,920526,ARCH,9.0
5988,2019,920526,BMA,98.0
5989,2019,920526,EDUC,9.0
5990,2019,920526,FINA,13.0
5991,2019,920526,HLTH,
5992,2019,920526,HOSP,52.0
5993,2019,920526,HUMA,
5994,2019,920526,INFO,106.0
5995,2019,920526,LAW,
5996,2019,920526,MANU,8.0
5997,2019,920526,MRKT,29.0
5998,2019,920526,STEM,16.0
5999,2019,920526,TRAN,
6000,2019,340486,AAVC,
6001,2019,340486,AGNR,1.0
6002,2019,340486,ARCH,
6003,2019,340486,BMA,1.0
6004,2019,340486,EDUC,
6005,2019,340486,FINA,3.0
6006,2019,340486,HLTH,5.0
6007,2019,340486,HOSP,2.0
6008,2019,340486,HUMA,4.0
6009,2019,340486,INFO,2.0
6010,2019,340486,LAW,
6011,2019,340486,MANU,
6012,2019,340486,MRKT,
6013,2019,340486,STEM,8.0
6014,2019,340486,TRAN,3.0
6015,2019,780360,CD,
6016,2019,780360,INFO,
6017,2019,950328,BMA,
6018,2019,950328,CD,
6019,2019,950328,FINA,
6020,2019,950328,HOSP,
6021,2019,950328,MRKT,
6022,2019,950328,STEM,
6023,2019,900344,AAVC,
6024,2019,900344,AGNR,29.0
6025,2019,900344,ARCH,9.0
6026,2019,900344,BMA,2.0
6027,2019,900344,FINA,
6028,2019,900344,HLTH,15.0
6029,2019,900344,HOSP,22.0
6030,2019,900344,HUMA,1.0
6031,2019,900344,INFO,12.0
6032,2019,900344,LAW,
6033,2019,900344,MANU,
6034,2019,900344,STEM,14.0
6035,2019,900344,TRAN,
6036,2019,900346,INFO,
6037,2019,900346,STEM,
6038,2019,680335,AGNR,1.0
6039,2019,680335,EDUC,
6040,2019,680335,INFO,
6041,2019,680335,LAW,
6042,2019,700319,AAVC,
6043,2019,700319,AGNR,58.0
6044,2019,700319,ARCH,18.0
6045,2019,700319,BMA,18.0
6046,2019,700319,FINA,4.0
6047,2019,700319,HLTH,2.0
6048,2019,700319,HOSP,13.0
6049,2019,700319,HUMA,
6050,2019,700319,INFO,1.0
6051,2019,700319,LAW,19.0
6052,2019,700319,MANU,1.0
6053,2019,700319,MRKT,12.0
6054,2019,700319,TRAN,
6055,2019,780368,CD,
6056,2019,780368,INFO,
6057,2019,710327,AAVC,1.0
6058,2019,710327,BMA,1.0
6059,2019,710327,HLTH,1.0
6060,2019,710327,INFO,
6061,2019,710327,STEM,
6062,2019,710327,TRAN,
6063,2019,710326,AAVC,
6064,2019,710326,AGNR,13.0
6065,2019,710326,ARCH,45.0
6066,2019,710326,BMA,9.0
6067,2019,710326,EDUC,
6068,2019,710326,FINA,
6069,2019,710326,HLTH,52.0
6070,2019,710326,HOSP,1.0
6071,2019,710326,HUMA,
6072,2019,710326,INFO,
6073,2019,710326,LAW,
6074,2019,710326,MANU,
6075,2019,710326,MRKT,1.0
6076,2019,710326,STEM,
6077,2019,710326,TRAN,
6078,2019,710328,BMA,
6079,2019,710328,CD,
6080,2019,710328,FINA,
6081,2019,710328,HOSP,
6082,2019,710328,INFO,
6083,2019,710328,MRKT,
6084,2019,410391,AAVC,1.0
6085,2019,410391,AGNR,
6086,2019,410391,ARCH,
6087,2019,410391,BMA,
6088,2019,410391,EDUC,
6089,2019,410391,FINA,
6090,2019,410391,HOSP,
6091,2019,410391,HUMA,
6092,2019,410391,INFO,
6093,2019,410391,MANU,
6094,2019,410391,MRKT,
6095,2019,410391,STEM,
6096,2019,130333,AAVC,
6097,2019,130333,AGNR,8.0
6098,2019,130333,ARCH,2.0
6099,2019,130333,BMA,9.0
6100,2019,130333,FINA,
6101,2019,130333,HLTH,5.0
6102,2019,130333,HOSP,1.0
6103,2019,130333,HUMA,
6104,2019,130333,INFO,1.0
6105,2019,130333,LAW,1.0
6106,2019,130333,MANU,
6107,2019,130333,MRKT,1.0
6108,2019,130333,TRAN,
6109,2019,600498,AAVC,
6110,2019,600498,AGNR,
6111,2019,600498,ARCH,
6112,2019,600498,BMA,8.0
6113,2019,600498,EDUC,
6114,2019,600498,FINA,
6115,2019,600498,HLTH,1.0
6116,2019,600498,HOSP,13.0
6117,2019,600498,HUMA,
6118,2019,600498,INFO,
6119,2019,600498,LAW,
6120,2019,600498,MANU,
6121,2019,600498,MRKT,8.0
6122,2019,600498,STEM,
6123,2019,600498,TRAN,
6124,2019,720316,AAVC,9.0
6125,2019,720316,AGNR,10.0
6126,2019,720316,ARCH,1.0
6127,2019,720316,BMA,9.0
6128,2019,720316,EDUC,
6129,2019,720316,FINA,
6130,2019,720316,HLTH,14.0
6131,2019,720316,HOSP,1.0
6132,2019,720316,HUMA,
6133,2019,720316,INFO,15.0
6134,2019,720316,LAW,7.0
6135,2019,720316,MANU,2.0
6136,2019,720316,MRKT,
6137,2019,720316,STEM,
6138,2019,720316,TRAN,4.0
6139,2019,720320,AGNR,
6140,2019,720320,INFO,
6141,2019,720320,STEM,
6142,2019,730350,AAVC,
6143,2019,730350,BMA,
6144,2019,730350,EDUC,
6145,2019,730350,FINA,
6146,2019,730350,HUMA,
6147,2019,730350,INFO,
6148,2019,730350,LAW,
6149,2019,730350,MANU,
6150,2019,730352,AAVC,12.0
6151,2019,730352,AGNR,68.0
6152,2019,730352,ARCH,62.0
6153,2019,730352,BMA,11.0
6154,2019,730352,EDUC,2.0
6155,2019,730352,FINA,
6156,2019,730352,HLTH,35.0
6157,2019,730352,HOSP,52.0
6158,2019,730352,HUMA,7.0
6159,2019,730352,INFO,6.0
6160,2019,730352,LAW,7.0
6161,2019,730352,MANU,9.0
6162,2019,730352,MRKT,14.0
6163,2019,730352,STEM,7.0
6164,2019,730352,TRAN,6.0
6165,2019,410589,AAVC,
6166,2019,410589,AGNR,
6167,2019,410589,ARCH,1.0
6168,2019,410589,BMA,
6169,2019,410589,EDUC,
6170,2019,410589,FINA,
6171,2019,410589,HLTH,
6172,2019,410589,HOSP,
6173,2019,410589,HUMA,
6174,2019,410589,INFO,
6175,2019,410589,LAW,
6176,2019,410589,MANU,
6177,2019,410589,MRKT,
6178,2019,410589,STEM,
6179,2019,410589,TRAN,
6180,2019,600496,AAVC,19.0
6181,2019,600496,AGNR,
6182,2019,600496,ARCH,
6183,2019,600496,BMA,1.0
6184,2019,600496,EDUC,
6185,2019,600496,FINA,
6186,2019,600496,HLTH,128.0
6187,2019,600496,HOSP,
6188,2019,600496,HUMA,
6189,2019,600496,INFO,87.0
6190,2019,600496,LAW,
6191,2019,600496,MANU,
6192,2019,600496,MRKT,
6193,2019,600496,STEM,88.0
6194,2019,600496,TRAN,
6195,2019,920528,AAVC,
6196,2019,920528,AGNR,2.0
6197,2019,920528,BMA,
6198,2019,920528,FINA,
6199,2019,920528,HOSP,1.0
6200,2019,920528,INFO,1.0
6201,2019,330332,INFO,
6202,2019,681324,AAVC,
6203,2019,681324,BMA,
6204,2019,681324,EDUC,
6205,2019,681324,FINA,
6206,2019,681324,HOSP,
6207,2019,681324,HUMA,
6208,2019,681324,INFO,
6209,2019,681324,MRKT,
6210,2019,681324,STEM,
6211,2019,340492,INFO,
6212,2019,340492,STEM,
6213,2019,681338,AAVC,
6214,2019,681338,AGNR,
6215,2019,681338,ARCH,
6216,2019,681338,BMA,1.0
6217,2019,681338,FINA,
6218,2019,681338,HOSP,
6219,2019,681338,HUMA,
6220,2019,681338,MANU,
6221,2019,681338,MRKT,
6222,2019,681338,STEM,
6223,2019,681338,TRAN,
6224,2019,900348,AAVC,9.0
6225,2019,900348,AGNR,46.0
6226,2019,900348,ARCH,13.0
6227,2019,900348,BMA,1.0
6228,2019,900348,EDUC,
6229,2019,900348,FINA,
6230,2019,900348,HLTH,22.0
6231,2019,900348,HOSP,16.0
6232,2019,900348,HUMA,2.0
6233,2019,900348,INFO,29.0
6234,2019,900348,LAW,18.0
6235,2019,900348,MANU,
6236,2019,900348,MRKT,
6237,2019,900348,STEM,1.0
6238,2019,900348,TRAN,3.0
6239,2019,600497,BMA,
6240,2019,600497,CD,
6241,2019,600497,FINA,
6242,2019,600497,HOSP,
6243,2019,600497,INFO,
6244,2019,600497,MRKT,
6245,2019,900350,CD,
6246,2019,900350,INFO,
6247,2019,900350,STEM,
6248,2019,860340,CD,
6249,2019,860340,STEM,
6250,2019,260408,AAVC,11.0
6251,2019,260408,AGNR,54.0
6252,2019,260408,ARCH,2.0
6253,2019,260408,BMA,71.0
6254,2019,260408,EDUC,
6255,2019,260408,FINA,
6256,2019,260408,HLTH,20.0
6257,2019,260408,HOSP,34.0
6258,2019,260408,HUMA,2.0
6259,2019,260408,INFO,58.0
6260,2019,260408,LAW,6.0
6261,2019,260408,MANU,3.0
6262,2019,260408,MRKT,21.0
6263,2019,260408,STEM,4.0
6264,2019,260408,TRAN,
6265,2019,260406,BMA,
6266,2019,260406,FINA,
6267,2019,260406,HOSP,
6268,2019,260406,INFO,
6269,2019,260406,MRKT,
6270,2019,260406,STEM,
6271,2019,920529,AAVC,
6272,2019,920529,BMA,
6273,2019,920529,CD,
6274,2019,920529,EDUC,
6275,2019,920529,FINA,
6276,2019,920529,HOSP,
6277,2019,920529,HUMA,
6278,2019,920529,INFO,
6279,2019,920529,MRKT,
6280,2019,920529,STEM,
6281,2019,630336,AAVC,7.0
6282,2019,630336,AGNR,43.0
6283,2019,630336,ARCH,26.0
6284,2019,630336,BMA,8.0
6285,2019,630336,EDUC,1.0
6286,2019,630336,FINA,
6287,2019,630336,HLTH,35.0
6288,2019,630336,HOSP,26.0
6289,2019,630336,HUMA,
6290,2019,630336,INFO,11.0
6291,2019,630336,LAW,
6292,2019,630336,MANU,7.0
6293,2019,630336,MRKT,5.0
6294,2019,630336,STEM,3.0
6295,2019,630336,TRAN,14.0
6296,2019,30316,CD,
6297,2019,30316,STEM,
6298,2019,850338,AAVC,
6299,2019,850338,EDUC,
6300,2019,850338,HUMA,
6301,2019,850338,INFO,
6302,2019,440378,AAVC,11.0
6303,2019,440378,AGNR,56.0
6304,2019,440378,ARCH,9.0
6305,2019,440378,BMA,1.0
6306,2019,440378,EDUC,
6307,2019,440378,FINA,
6308,2019,440378,HLTH,19.0
6309,2019,440378,HOSP,3.0
6310,2019,440378,HUMA,
6311,2019,440378,INFO,38.0
6312,2019,440378,LAW,1.0
6313,2019,440378,MANU,67.0
6314,2019,440378,MRKT,
6315,2019,440378,STEM,24.0
6316,2019,440378,TRAN,21.0
6317,2019,750317,AAVC,
6318,2019,750317,AGNR,
6319,2019,750317,ARCH,1.0
6320,2019,750317,BMA,
6321,2019,750317,EDUC,
6322,2019,750317,FINA,
6323,2019,750317,HLTH,
6324,2019,750317,HOSP,
6325,2019,750317,HUMA,
6326,2019,750317,INFO,
6327,2019,750317,LAW,
6328,2019,750317,MANU,
6329,2019,750317,MRKT,
6330,2019,750317,STEM,
6331,2019,750317,TRAN,
6332,2019,750318,AAVC,
6333,2019,750318,AGNR,46.0
6334,2019,750318,ARCH,28.0
6335,2019,750318,BMA,
6336,2019,750318,FINA,
6337,2019,750318,HLTH,28.0
6338,2019,750318,HOSP,16.0
6339,2019,750318,HUMA,
6340,2019,750318,INFO,3.0
6341,2019,750318,LAW,8.0
6342,2019,750318,MANU,2.0
6343,2019,750318,MRKT,
6344,2019,750318,TRAN,
6345,2019,750319,AAVC,
6346,2019,750319,BMA,
6347,2019,750319,EDUC,
6348,2019,750319,FINA,
6349,2019,750319,HOSP,
6350,2019,750319,HUMA,
6351,2019,750319,INFO,
6352,2019,750319,MRKT,
6353,2019,900342,AAVC,12.0
6354,2019,900342,AGNR,38.0
6355,2019,900342,ARCH,17.0
6356,2019,900342,BMA,34.0
6357,2019,900342,FINA,1.0
6358,2019,900342,HLTH,16.0
6359,2019,900342,HOSP,48.0
6360,2019,900342,HUMA,3.0
6361,2019,900342,INFO,56.0
6362,2019,900342,LAW,2.0
6363,2019,900342,MANU,
6364,2019,900342,MRKT,17.0
6365,2019,900342,STEM,6.0
6366,2019,900342,TRAN,3.0
6367,2019,900343,BMA,
6368,2019,900343,CD,
6369,2019,900343,FINA,
6370,2019,900343,HOSP,
6371,2019,900343,INFO,
6372,2019,900343,MRKT,
6373,2019,900343,STEM,
6374,2019,490350,AAVC,
6375,2019,490350,AGNR,11.0
6376,2019,490350,ARCH,2.0
6377,2019,490350,BMA,1.0
6378,2019,490350,FINA,
6379,2019,490350,HOSP,4.0
6380,2019,490350,HUMA,1.0
6381,2019,490350,MANU,
6382,2019,490350,STEM,
6383,2019,510376,AAVC,
6384,2019,510376,AGNR,61.0
6385,2019,510376,ARCH,
6386,2019,510376,BMA,6.0
6387,2019,510376,EDUC,
6388,2019,510376,FINA,
6389,2019,510376,HLTH,6.0
6390,2019,510376,HOSP,26.0
6391,2019,510376,HUMA,7.0
6392,2019,510376,INFO,19.0
6393,2019,510376,LAW,1.0
6394,2019,510376,MANU,
6395,2019,510376,MRKT,
6396,2019,510376,STEM,
6397,2019,510376,TRAN,16.0
6398,2019,780384,CD,
6399,2019,780384,INFO,
6400,2019,760339,AAVC,
6401,2019,760339,AGNR,39.0
6402,2019,760339,ARCH,44.0
6403,2019,760339,BMA,30.0
6404,2019,760339,EDUC,
6405,2019,760339,FINA,
6406,2019,760339,HLTH,34.0
6407,2019,760339,HOSP,9.0
6408,2019,760339,HUMA,1.0
6409,2019,760339,INFO,18.0
6410,2019,760339,LAW,1.0
6411,2019,760339,MANU,2.0
6412,2019,760339,MRKT,1.0
6413,2019,760339,STEM,
6414,2019,760339,TRAN,
6415,2019,600508,AAVC,
6416,2019,600508,AGNR,4.0
6417,2019,600508,ARCH,5.0
6418,2019,600508,BMA,5.0
6419,2019,600508,EDUC,
6420,2019,600508,FINA,
6421,2019,600508,HLTH,3.0
6422,2019,600508,HOSP,12.0
6423,2019,600508,HUMA,
6424,2019,600508,INFO,37.0
6425,2019,600508,LAW,
6426,2019,600508,MANU,
6427,2019,600508,MRKT,3.0
6428,2019,600508,STEM,16.0
6429,2019,600508,TRAN,7.0
6430,2019,410534,AAVC,
6431,2019,410534,ARCH,
6432,2019,410534,BMA,
6433,2019,410534,FINA,
6434,2019,410534,HLTH,
6435,2019,410534,HOSP,
6436,2019,410534,HUMA,
6437,2019,410534,INFO,
6438,2019,410534,MANU,
6439,2019,410534,MRKT,
6440,2019,410534,TRAN,
6441,2019,780385,AAVC,1.0
6442,2019,780385,AGNR,
6443,2019,780385,ARCH,1.0
6444,2019,780385,BMA,8.0
6445,2019,780385,EDUC,
6446,2019,780385,FINA,1.0
6447,2019,780385,HLTH,
6448,2019,780385,HOSP,
6449,2019,780385,HUMA,
6450,2019,780385,INFO,
6451,2019,780385,LAW,
6452,2019,780385,MANU,
6453,2019,780385,MRKT,
6454,2019,780385,STEM,
6455,2019,780385,TRAN,
6456,2019,780420,AAVC,2.0
6457,2019,780420,AGNR,72.0
6458,2019,780420,ARCH,19.0
6459,2019,780420,BMA,3.0
6460,2019,780420,EDUC,
6461,2019,780420,FINA,10.0
6462,2019,780420,HLTH,86.0
6463,2019,780420,HOSP,10.0
6464,2019,780420,HUMA,
6465,2019,780420,INFO,10.0
6466,2019,780420,LAW,3.0
6467,2019,780420,MANU,9.0
6468,2019,780420,MRKT,
6469,2019,780420,STEM,2.0
6470,2019,780420,TRAN,4.0
6471,2019,600509,BMA,
6472,2019,600509,CD,
6473,2019,600509,FINA,
6474,2019,600509,HOSP,
6475,2019,600509,INFO,
6476,2019,600509,MRKT,
6477,2019,600509,STEM,
6478,2019,340496,AAVC,6.0
6479,2019,340496,AGNR,1.0
6480,2019,340496,ARCH,4.0
6481,2019,340496,BMA,2.0
6482,2019,340496,FINA,1.0
6483,2019,340496,HOSP,11.0
6484,2019,340496,HUMA,9.0
6485,2019,340496,INFO,
6486,2019,340496,MANU,2.0
6487,2019,340496,MRKT,1.0
6488,2019,340496,STEM,9.0
6489,2019,340496,TRAN,5.0
6490,2019,260365,AAVC,
6491,2019,260365,CD,
6492,2019,260365,EDUC,
6493,2019,260365,HUMA,
6494,2019,260365,INFO,
6495,2019,260449,AAVC,
6496,2019,260449,AGNR,2.0
6497,2019,260449,ARCH,
6498,2019,260449,BMA,
6499,2019,260449,FINA,
6500,2019,260449,HOSP,2.0
6501,2019,260449,HUMA,
6502,2019,260449,INFO,1.0
6503,2019,260449,LAW,
6504,2019,260449,MANU,
6505,2019,260449,MRKT,
6506,2019,260449,TRAN,
6507,2019,760348,AAVC,
6508,2019,760348,AGNR,28.0
6509,2019,760348,ARCH,
6510,2019,760348,BMA,
6511,2019,760348,FINA,
6512,2019,760348,HLTH,29.0
6513,2019,760348,HOSP,10.0
6514,2019,760348,HUMA,25.0
6515,2019,760348,INFO,8.0
6516,2019,760348,LAW,1.0
6517,2019,760348,MANU,29.0
6518,2019,760348,MRKT,4.0
6519,2019,760348,STEM,3.0
6520,2019,760348,TRAN,27.0
6521,2019,760352,AGNR,
6522,2019,760352,BMA,
6523,2019,760352,FINA,
6524,2019,760352,HLTH,
6525,2019,760352,HOSP,
6526,2019,760352,INFO,
6527,2019,760352,MRKT,
6528,2019,760354,AAVC,2.0
6529,2019,760354,AGNR,
6530,2019,760354,ARCH,
6531,2019,760354,BMA,4.0
6532,2019,760354,FINA,
6533,2019,760354,HLTH,
6534,2019,760354,HUMA,
6535,2019,760354,INFO,
6536,2019,760354,LAW,
6537,2019,760354,MANU,1.0
6538,2019,760354,MRKT,
6539,2019,760354,STEM,
6540,2019,760354,TRAN,
6541,2019,600513,BMA,
6542,2019,600513,CD,
6543,2019,600513,FINA,
6544,2019,600513,HOSP,
6545,2019,600513,INFO,
6546,2019,600513,MRKT,
6547,2019,200336,INFO,
6548,2019,600514,BMA,
6549,2019,600514,CD,
6550,2019,600514,FINA,
6551,2019,600514,HOSP,
6552,2019,600514,INFO,
6553,2019,600514,MRKT,
6554,2019,600514,STEM,
6555,2019,10378,AAVC,
6556,2019,10378,AGNR,
6557,2019,10378,ARCH,
6558,2019,10378,BMA,
6559,2019,10378,CD,
6560,2019,10378,FINA,
6561,2019,10378,HOSP,
6562,2019,10378,HUMA,
6563,2019,10378,INFO,
6564,2019,10378,MANU,
6565,2019,10378,MRKT,
6566,2019,10378,TRAN,
6567,2019,640358,CD,
6568,2019,640358,HLTH,
6569,2019,640358,INFO,
