year,agency_code,career_cluster
2019,210304,INFO
2019,210304,MRKT
2019,210304,STEM
2019,640342,INFO
2019,640342,MANU
2019,640342,STEM
2019,320317,AAVC
2019,320317,AGNR
2019,320317,ARCH
2019,320317,BMA
2019,320317,EDUC
2019,320317,FINA
2019,320317,HLTH
2019,320317,HOSP
2019,320317,HUMA
2019,320317,INFO
2019,320317,LAW
2019,320317,MANU
2019,320317,MRKT
2019,320317,STEM
2019,320317,TRAN
2019,090320,INFO
2019,510324,AAVC
2019,510324,AGNR
2019,510324,ARCH
2019,510324,BMA
2019,510324,FINA
2019,510324,HLTH
2019,510324,HOSP
2019,510324,HUMA
2019,510324,INFO
2019,510324,LAW
2019,510324,MANU
2019,510324,MRKT
2019,510324,STEM
2019,510324,TRAN
2019,510412,AGNR
2019,510412,INFO
2019,510412,STEM
2019,340350,AAVC
2019,340350,BMA
2019,340350,EDUC
2019,340350,FINA
2019,340350,HOSP
2019,340350,HUMA
2019,340350,INFO
2019,340350,MRKT
2019,340350,STEM
2019,230322,ARCH
2019,230322,BMA
2019,230322,EDUC
2019,230322,FINA
2019,230322,INFO
2019,230322,LAW
2019,230322,MANU
2019,230322,MRKT
2019,230322,STEM
2019,230322,TRAN
2019,510327,AAVC
2019,510327,AGNR
2019,510327,ARCH
2019,510327,BMA
2019,510327,EDUC
2019,510327,FINA
2019,510327,HLTH
2019,510327,HOSP
2019,510327,HUMA
2019,510327,INFO
2019,510327,LAW
2019,510327,MANU
2019,510327,MRKT
2019,510327,STEM
2019,510327,TRAN
2019,510329,INFO
2019,510329,STEM
2019,821308,AAVC
2019,821308,AGNR
2019,821308,ARCH
2019,821308,BMA
2019,821308,EDUC
2019,821308,FINA
2019,821308,HLTH
2019,821308,HOSP
2019,821308,HUMA
2019,821308,INFO
2019,821308,LAW
2019,821308,MANU
2019,821308,MRKT
2019,821308,STEM
2019,821308,TRAN
2019,430330,INFO
2019,600341,AAVC
2019,600341,AGNR
2019,600341,ARCH
2019,600341,BMA
2019,600341,CD
2019,600341,FINA
2019,600341,HOSP
2019,600341,HUMA
2019,600341,INFO
2019,600341,MANU
2019,600341,MRKT
2019,600341,STEM
2019,600341,TRAN
2019,490320,AAVC
2019,490320,AGNR
2019,490320,ARCH
2019,490320,BMA
2019,490320,FINA
2019,490320,HOSP
2019,490320,HUMA
2019,490320,INFO
2019,490320,LAW
2019,490320,MANU
2019,490320,MRKT
2019,490320,STEM
2019,490320,TRAN
2019,140308,INFO
2019,600344,BMA
2019,600344,CD
2019,600344,FINA
2019,600344,HOSP
2019,600344,INFO
2019,600344,MRKT
2019,890304,AAVC
2019,890304,AGNR
2019,890304,ARCH
2019,890304,BMA
2019,890304,EDUC
2019,890304,FINA
2019,890304,HLTH
2019,890304,HOSP
2019,890304,HUMA
2019,890304,INFO
2019,890304,LAW
2019,890304,MANU
2019,890304,MRKT
2019,890304,STEM
2019,890304,TRAN
2019,110303,AGNR
2019,110303,ARCH
2019,110303,FINA
2019,110303,HOSP
2019,110303,HUMA
2019,600345,BMA
2019,600345,CD
2019,600345,FINA
2019,600345,HOSP
2019,600345,INFO
2019,600345,MRKT
2019,600345,STEM
2019,130314,AAVC
2019,130314,AGNR
2019,130314,ARCH
2019,130314,BMA
2019,130314,FINA
2019,130314,HLTH
2019,130314,HOSP
2019,130314,HUMA
2019,130314,INFO
2019,130314,LAW
2019,130314,MANU
2019,130314,MRKT
2019,130314,TRAN
2019,130313,AAVC
2019,130313,CD
2019,130313,EDUC
2019,130313,HUMA
2019,130313,INFO
2019,130313,STEM
2019,540308,AGNR
2019,540308,STEM
2019,660308,HLTH
2019,510333,AAVC
2019,510333,AGNR
2019,510333,ARCH
2019,510333,BMA
2019,510333,EDUC
2019,510333,FINA
2019,510333,HLTH
2019,510333,HOSP
2019,510333,HUMA
2019,510333,INFO
2019,510333,LAW
2019,510333,MANU
2019,510333,MRKT
2019,510333,STEM
2019,510333,TRAN
2019,800328,CD
2019,800328,INFO
2019,800328,STEM
2019,600351,CD
2019,600351,STEM
2019,950316,BMA
2019,950316,CD
2019,950316,FINA
2019,950316,HOSP
2019,950316,MRKT
2019,950316,STEM
2019,130307,AAVC
2019,130307,AGNR
2019,130307,ARCH
2019,130307,BMA
2019,130307,EDUC
2019,130307,FINA
2019,130307,HLTH
2019,130307,HOSP
2019,130307,HUMA
2019,130307,INFO
2019,130307,LAW
2019,130307,MANU
2019,130307,MRKT
2019,130307,STEM
2019,130307,TRAN
2019,630317,BMA
2019,630317,CD
2019,630317,FINA
2019,630317,HOSP
2019,630317,INFO
2019,630317,MRKT
2019,630317,STEM
2019,360380,BMA
2019,360380,FINA
2019,360380,HOSP
2019,360380,INFO
2019,360380,MRKT
2019,360380,STEM
2019,060310,AGNR
2019,060310,BMA
2019,060310,CD
2019,060310,FINA
2019,060310,HOSP
2019,060310,INFO
2019,060310,MRKT
2019,060310,STEM
2019,250314,AAVC
2019,250314,BMA
2019,250314,FINA
2019,250314,INFO
2019,230324,AAVC
2019,230324,AGNR
2019,230324,ARCH
2019,230324,BMA
2019,230324,EDUC
2019,230324,FINA
2019,230324,HLTH
2019,230324,HOSP
2019,230324,HUMA
2019,230324,INFO
2019,230324,LAW
2019,230324,MANU
2019,230324,MRKT
2019,230324,STEM
2019,230324,TRAN
2019,230328,AGNR
2019,230328,BMA
2019,230328,FINA
2019,230328,HOSP
2019,230328,INFO
2019,230328,MRKT
2019,230328,STEM
2019,600353,BMA
2019,600353,FINA
2019,600353,HOSP
2019,600353,INFO
2019,600353,MRKT
2019,600353,STEM
2019,160314,AAVC
2019,160314,AGNR
2019,160314,ARCH
2019,160314,BMA
2019,160314,FINA
2019,160314,HLTH
2019,160314,HOSP
2019,160314,HUMA
2019,160314,INFO
2019,160314,LAW
2019,160314,MRKT
2019,160314,STEM
2019,490355,AAVC
2019,490355,AGNR
2019,490355,ARCH
2019,490355,BMA
2019,490355,EDUC
2019,490355,FINA
2019,490355,HOSP
2019,490355,HUMA
2019,490355,INFO
2019,490355,MANU
2019,490355,MRKT
2019,490355,STEM
2019,490355,TRAN
2019,920386,AAVC
2019,920386,AGNR
2019,920386,ARCH
2019,920386,BMA
2019,920386,FINA
2019,920386,HOSP
2019,920386,HUMA
2019,920386,INFO
2019,920386,MANU
2019,920386,MRKT
2019,920386,TRAN
2019,460340,AAVC
2019,460340,BMA
2019,460340,FINA
2019,460340,HLTH
2019,460340,HOSP
2019,460340,INFO
2019,460340,LAW
2019,460340,MANU
2019,460340,MRKT
2019,460340,TRAN
2019,681322,AAVC
2019,681322,BMA
2019,681322,EDUC
2019,681322,FINA
2019,681322,HOSP
2019,681322,HUMA
2019,681322,INFO
2019,681322,MRKT
2019,681322,STEM
2019,500304,HLTH
2019,260700,AAVC
2019,260700,BMA
2019,260700,EDUC
2019,260700,FINA
2019,260700,HLTH
2019,260700,HOSP
2019,260700,HUMA
2019,260700,INFO
2019,260700,LAW
2019,260700,MRKT
2019,260700,STEM
2019,260700,TRAN
2019,270306,AAVC
2019,270306,AGNR
2019,270306,ARCH
2019,270306,BMA
2019,270306,EDUC
2019,270306,FINA
2019,270306,HLTH
2019,270306,HOSP
2019,270306,HUMA
2019,270306,INFO
2019,270306,LAW
2019,270306,MANU
2019,270306,MRKT
2019,270306,STEM
2019,270306,TRAN
2019,270308,AGNR
2019,270308,BMA
2019,270308,CD
2019,270308,FINA
2019,270308,HOSP
2019,270308,INFO
2019,270308,MRKT
2019,900311,AAVC
2019,900311,AGNR
2019,900311,ARCH
2019,900311,BMA
2019,900311,FINA
2019,900311,HLTH
2019,900311,HOSP
2019,900311,HUMA
2019,900311,INFO
2019,900311,LAW
2019,900311,MANU
2019,900311,MRKT
2019,900311,TRAN
2019,900310,CD
2019,900310,INFO
2019,900310,STEM
2019,740333,AAVC
2019,740333,AGNR
2019,740333,ARCH
2019,740333,BMA
2019,740333,FINA
2019,740333,HLTH
2019,740333,HOSP
2019,740333,HUMA
2019,740333,INFO
2019,740333,LAW
2019,740333,MANU
2019,740333,MRKT
2019,740333,STEM
2019,740333,TRAN
2019,790314,AAVC
2019,790314,AGNR
2019,790314,ARCH
2019,790314,BMA
2019,790314,EDUC
2019,790314,FINA
2019,790314,HLTH
2019,790314,HOSP
2019,790314,HUMA
2019,790314,INFO
2019,790314,LAW
2019,790314,MANU
2019,790314,MRKT
2019,790314,STEM
2019,790314,TRAN
2019,920388,AAVC
2019,920388,CD
2019,920388,EDUC
2019,920388,HUMA
2019,920388,INFO
2019,920388,STEM
2019,280306,AGNR
2019,280306,ARCH
2019,280306,FINA
2019,280306,HUMA
2019,290314,AAVC
2019,290314,AGNR
2019,290314,ARCH
2019,290314,BMA
2019,290314,EDUC
2019,290314,FINA
2019,290314,HLTH
2019,290314,HOSP
2019,290314,HUMA
2019,290314,INFO
2019,290314,LAW
2019,290314,MANU
2019,290314,MRKT
2019,290314,STEM
2019,290314,TRAN
2019,290315,ARCH
2019,290315,BMA
2019,290315,FINA
2019,290315,HLTH
2019,290315,INFO
2019,290315,LAW
2019,880320,AAVC
2019,880320,AGNR
2019,880320,ARCH
2019,880320,BMA
2019,880320,FINA
2019,880320,HLTH
2019,880320,HOSP
2019,880320,HUMA
2019,880320,INFO
2019,880320,MANU
2019,880320,MRKT
2019,880320,STEM
2019,880320,TRAN
2019,300314,BMA
2019,300314,FINA
2019,300314,INFO
2019,300314,LAW
2019,300312,AAVC
2019,300312,AGNR
2019,300312,ARCH
2019,300312,BMA
2019,300312,FINA
2019,300312,HLTH
2019,300312,HOSP
2019,300312,HUMA
2019,300312,INFO
2019,300312,MANU
2019,300312,MRKT
2019,300312,STEM
2019,300312,TRAN
2019,920391,AAVC
2019,920391,CD
2019,920391,EDUC
2019,920391,HUMA
2019,920391,INFO
2019,920391,STEM
2019,920394,AAVC
2019,920394,EDUC
2019,920394,HUMA
2019,920394,INFO
2019,920394,STEM
2019,960326,BMA
2019,960326,FINA
2019,960326,HOSP
2019,960326,INFO
2019,960326,MRKT
2019,960326,STEM
2019,182700,BMA
2019,182700,FINA
2019,182700,HOSP
2019,182700,INFO
2019,670320,AAVC
2019,670320,AGNR
2019,670320,ARCH
2019,670320,BMA
2019,670320,EDUC
2019,670320,FINA
2019,670320,HLTH
2019,670320,HOSP
2019,670320,HUMA
2019,670320,INFO
2019,670320,LAW
2019,670320,MANU
2019,670320,MRKT
2019,670320,STEM
2019,670320,TRAN
2019,670318,AAVC
2019,670318,BMA
2019,670318,CD
2019,670318,EDUC
2019,670318,FINA
2019,670318,HOSP
2019,670318,HUMA
2019,670318,INFO
2019,670318,MRKT
2019,670318,STEM
2019,260322,AAVC
2019,260322,AGNR
2019,260322,ARCH
2019,260322,BMA
2019,260322,FINA
2019,260322,HLTH
2019,260322,HOSP
2019,260322,HUMA
2019,260322,INFO
2019,260322,LAW
2019,260322,MANU
2019,260322,MRKT
2019,260322,TRAN
2019,260321,INFO
2019,260321,STEM
2019,160332,STEM
2019,600374,STEM
2019,430332,INFO
2019,310338,AAVC
2019,310338,AGNR
2019,310338,ARCH
2019,310338,BMA
2019,310338,FINA
2019,310338,HOSP
2019,310338,HUMA
2019,310338,INFO
2019,310338,LAW
2019,310338,MANU
2019,310338,MRKT
2019,310338,STEM
2019,310338,TRAN
2019,920399,AAVC
2019,920399,BMA
2019,920399,EDUC
2019,920399,FINA
2019,920399,HOSP
2019,920399,HUMA
2019,920399,INFO
2019,920399,MRKT
2019,920399,STEM
2019,320323,AAVC
2019,320323,AGNR
2019,320323,ARCH
2019,320323,BMA
2019,320323,EDUC
2019,320323,FINA
2019,320323,HLTH
2019,320323,HOSP
2019,320323,HUMA
2019,320323,INFO
2019,320323,LAW
2019,320323,MANU
2019,320323,MRKT
2019,320323,STEM
2019,320323,TRAN
2019,320322,AAVC
2019,320322,BMA
2019,320322,FINA
2019,320322,HOSP
2019,320322,INFO
2019,320322,MANU
2019,320322,MRKT
2019,320322,TRAN
2019,740337,INFO
2019,740337,STEM
2019,540312,STEM
2019,260359,AAVC
2019,260359,AGNR
2019,260359,ARCH
2019,260359,BMA
2019,260359,FINA
2019,260359,HLTH
2019,260359,HOSP
2019,260359,HUMA
2019,260359,INFO
2019,260359,LAW
2019,260359,MANU
2019,260359,MRKT
2019,260359,TRAN
2019,290322,BMA
2019,290322,CD
2019,290322,FINA
2019,290322,HOSP
2019,290322,INFO
2019,290322,MRKT
2019,290322,STEM
2019,110322,BMA
2019,110322,FINA
2019,110322,HUMA
2019,110322,INFO
2019,110322,LAW
2019,250321,AAVC
2019,250321,BMA
2019,250321,FINA
2019,250321,HOSP
2019,250321,HUMA
2019,250321,INFO
2019,250321,LAW
2019,250321,MANU
2019,250321,MRKT
2019,250321,STEM
2019,250321,TRAN
2019,740500,ARCH
2019,740500,BMA
2019,740500,FINA
2019,740500,HLTH
2019,740500,HUMA
2019,740500,INFO
2019,740500,LAW
2019,740500,MRKT
2019,740500,STEM
2019,340362,AAVC
2019,340362,BMA
2019,340362,FINA
2019,340362,HLTH
2019,340362,INFO
2019,340362,LAW
2019,340362,MRKT
2019,020306,CD
2019,020306,HLTH
2019,020306,INFO
2019,020306,STEM
2019,090330,AAVC
2019,090330,AGNR
2019,090330,ARCH
2019,090330,BMA
2019,090330,FINA
2019,090330,HLTH
2019,090330,HOSP
2019,090330,HUMA
2019,090330,INFO
2019,090330,LAW
2019,090330,MANU
2019,090330,MRKT
2019,090330,TRAN
2019,120314,AAVC
2019,120314,AGNR
2019,120314,ARCH
2019,120314,BMA
2019,120314,EDUC
2019,120314,FINA
2019,120314,HLTH
2019,120314,HOSP
2019,120314,HUMA
2019,120314,INFO
2019,120314,LAW
2019,120314,MANU
2019,120314,MRKT
2019,120314,STEM
2019,120314,TRAN
2019,120315,INFO
2019,120315,STEM
2019,160313,AAVC
2019,160313,AGNR
2019,160313,ARCH
2019,160313,BMA
2019,160313,FINA
2019,160313,HLTH
2019,160313,HOSP
2019,160313,HUMA
2019,160313,INFO
2019,160313,LAW
2019,160313,MANU
2019,160313,MRKT
2019,160313,STEM
2019,920402,AAVC
2019,920402,BMA
2019,920402,CD
2019,920402,EDUC
2019,920402,FINA
2019,920402,HOSP
2019,920402,HUMA
2019,920402,INFO
2019,920402,MRKT
2019,920402,STEM
2019,681314,AAVC
2019,681314,AGNR
2019,681314,ARCH
2019,681314,BMA
2019,681314,EDUC
2019,681314,FINA
2019,681314,HLTH
2019,681314,HOSP
2019,681314,HUMA
2019,681314,INFO
2019,681314,LAW
2019,681314,MANU
2019,681314,MRKT
2019,681314,STEM
2019,681314,TRAN
2019,240334,AAVC
2019,240334,AGNR
2019,240334,BMA
2019,240334,FINA
2019,240334,HLTH
2019,240334,HOSP
2019,240334,INFO
2019,240334,LAW
2019,240334,TRAN
2019,290324,AAVC
2019,290324,AGNR
2019,290324,ARCH
2019,290324,BMA
2019,290324,EDUC
2019,290324,FINA
2019,290324,HLTH
2019,290324,HOSP
2019,290324,HUMA
2019,290324,INFO
2019,290324,LAW
2019,290324,MANU
2019,290324,MRKT
2019,290324,STEM
2019,290324,TRAN
2019,310344,AAVC
2019,310344,AGNR
2019,310344,ARCH
2019,310344,BMA
2019,310344,EDUC
2019,310344,FINA
2019,310344,HLTH
2019,310344,HOSP
2019,310344,HUMA
2019,310344,INFO
2019,310344,LAW
2019,310344,MANU
2019,310344,MRKT
2019,310344,STEM
2019,310344,TRAN
2019,340364,AAVC
2019,340364,AGNR
2019,340364,ARCH
2019,340364,BMA
2019,340364,EDUC
2019,340364,FINA
2019,340364,HLTH
2019,340364,HOSP
2019,340364,HUMA
2019,340364,INFO
2019,340364,LAW
2019,340364,MANU
2019,340364,MRKT
2019,340364,STEM
2019,340364,TRAN
2019,340366,AAVC
2019,340366,BMA
2019,340366,EDUC
2019,340366,FINA
2019,340366,HOSP
2019,340366,HUMA
2019,340366,INFO
2019,340366,MRKT
2019,340366,STEM
2019,920404,AAVC
2019,920404,BMA
2019,920404,CD
2019,920404,EDUC
2019,920404,FINA
2019,920404,HOSP
2019,920404,HUMA
2019,920404,INFO
2019,920404,MRKT
2019,360390,AAVC
2019,360390,AGNR
2019,360390,ARCH
2019,360390,BMA
2019,360390,EDUC
2019,360390,FINA
2019,360390,HLTH
2019,360390,HOSP
2019,360390,HUMA
2019,360390,INFO
2019,360390,LAW
2019,360390,MANU
2019,360390,MRKT
2019,360390,STEM
2019,360390,TRAN
2019,450316,AAVC
2019,450316,AGNR
2019,450316,ARCH
2019,450316,BMA
2019,450316,FINA
2019,450316,HLTH
2019,450316,HOSP
2019,450316,HUMA
2019,450316,INFO
2019,450316,LAW
2019,450316,MANU
2019,450316,MRKT
2019,450316,STEM
2019,450316,TRAN
2019,470332,CD
2019,470332,INFO
2019,470332,STEM
2019,490327,AAVC
2019,490327,EDUC
2019,490327,HUMA
2019,490327,INFO
2019,530314,AGNR
2019,530314,INFO
2019,530314,STEM
2019,550320,AAVC
2019,550320,AGNR
2019,550320,ARCH
2019,550320,BMA
2019,550320,FINA
2019,550320,HLTH
2019,550320,HOSP
2019,550320,HUMA
2019,550320,INFO
2019,550320,LAW
2019,550320,MANU
2019,550320,MRKT
2019,550320,STEM
2019,550320,TRAN
2019,550322,INFO
2019,550322,STEM
2019,590310,AAVC
2019,590310,BMA
2019,590310,CD
2019,590310,EDUC
2019,590310,FINA
2019,590310,HLTH
2019,590310,HOSP
2019,590310,HUMA
2019,590310,INFO
2019,590310,MRKT
2019,600377,AAVC
2019,600377,AGNR
2019,600377,ARCH
2019,600377,BMA
2019,600377,FINA
2019,600377,HLTH
2019,600377,HOSP
2019,600377,INFO
2019,600377,LAW
2019,600377,MANU
2019,600377,MRKT
2019,600377,STEM
2019,600377,TRAN
2019,620314,AAVC
2019,620314,CD
2019,620314,EDUC
2019,620314,HUMA
2019,920408,AAVC
2019,920408,BMA
2019,920408,CD
2019,920408,EDUC
2019,920408,FINA
2019,920408,HOSP
2019,920408,HUMA
2019,920408,INFO
2019,920408,MRKT
2019,920408,STEM
2019,620316,AAVC
2019,620316,AGNR
2019,620316,ARCH
2019,620316,BMA
2019,620316,EDUC
2019,620316,FINA
2019,620316,HLTH
2019,620316,HOSP
2019,620316,HUMA
2019,620316,INFO
2019,620316,LAW
2019,620316,MANU
2019,620316,MRKT
2019,620316,STEM
2019,620316,TRAN
2019,800340,AAVC
2019,800340,AGNR
2019,800340,ARCH
2019,800340,BMA
2019,800340,EDUC
2019,800340,FINA
2019,800340,HLTH
2019,800340,HOSP
2019,800340,HUMA
2019,800340,INFO
2019,800340,LAW
2019,800340,MANU
2019,800340,MRKT
2019,800340,STEM
2019,800340,TRAN
2019,810340,AAVC
2019,810340,AGNR
2019,810340,ARCH
2019,810340,BMA
2019,810340,EDUC
2019,810340,FINA
2019,810340,HLTH
2019,810340,HOSP
2019,810340,HUMA
2019,810340,INFO
2019,810340,LAW
2019,810340,MANU
2019,810340,MRKT
2019,810340,STEM
2019,810340,TRAN
2019,810342,INFO
2019,810342,STEM
2019,860316,AAVC
2019,860316,AGNR
2019,860316,ARCH
2019,860316,BMA
2019,860316,EDUC
2019,860316,FINA
2019,860316,HLTH
2019,860316,HOSP
2019,860316,HUMA
2019,860316,INFO
2019,860316,LAW
2019,860316,MANU
2019,860316,MRKT
2019,860316,STEM
2019,860316,TRAN
2019,900308,AGNR
2019,900308,CD
2019,900308,INFO
2019,900308,STEM
2019,920411,AAVC
2019,920411,AGNR
2019,920411,ARCH
2019,920411,BMA
2019,920411,EDUC
2019,920411,FINA
2019,920411,HLTH
2019,920411,HOSP
2019,920411,HUMA
2019,920411,INFO
2019,920411,LAW
2019,920411,MANU
2019,920411,MRKT
2019,920411,STEM
2019,920411,TRAN
2019,920410,AAVC
2019,920410,BMA
2019,920410,CD
2019,920410,EDUC
2019,920410,FINA
2019,920410,HOSP
2019,920410,HUMA
2019,920410,INFO
2019,920410,MRKT
2019,920410,STEM
2019,970320,AAVC
2019,970320,AGNR
2019,970320,ARCH
2019,970320,BMA
2019,970320,FINA
2019,970320,HLTH
2019,970320,HOSP
2019,970320,HUMA
2019,970320,INFO
2019,970320,LAW
2019,970320,MANU
2019,970320,MRKT
2019,970320,STEM
2019,970320,TRAN
2019,970322,INFO
2019,970322,STEM
2019,995324,INFO
2019,010324,AAVC
2019,010324,AGNR
2019,010324,ARCH
2019,010324,BMA
2019,010324,EDUC
2019,010324,FINA
2019,010324,HLTH
2019,010324,HOSP
2019,010324,HUMA
2019,010324,INFO
2019,010324,LAW
2019,010324,MANU
2019,010324,MRKT
2019,010324,STEM
2019,010324,TRAN
2019,410358,AAVC
2019,410358,AGNR
2019,410358,ARCH
2019,410358,BMA
2019,410358,FINA
2019,410358,HLTH
2019,410358,HOSP
2019,410358,HUMA
2019,410358,INFO
2019,410358,MANU
2019,410358,MRKT
2019,410358,STEM
2019,410358,TRAN
2019,410460,AAVC
2019,410460,EDUC
2019,410460,HUMA
2019,410460,INFO
2019,410460,STEM
2019,760318,AAVC
2019,760318,AGNR
2019,760318,ARCH
2019,760318,BMA
2019,760318,EDUC
2019,760318,FINA
2019,760318,HLTH
2019,760318,HOSP
2019,760318,HUMA
2019,760318,INFO
2019,760318,LAW
2019,760318,MANU
2019,760318,MRKT
2019,760318,STEM
2019,760318,TRAN
2019,960330,AAVC
2019,960330,AGNR
2019,960330,ARCH
2019,960330,BMA
2019,960330,EDUC
2019,960330,FINA
2019,960330,HLTH
2019,960330,HOSP
2019,960330,HUMA
2019,960330,INFO
2019,960330,LAW
2019,960330,MANU
2019,960330,MRKT
2019,960330,STEM
2019,960330,TRAN
2019,960331,BMA
2019,960331,FINA
2019,960331,HOSP
2019,960331,INFO
2019,960331,MRKT
2019,960331,STEM
2019,600381,AGNR
2019,600381,BMA
2019,600381,FINA
2019,600381,HOSP
2019,600381,INFO
2019,600381,MRKT
2019,600381,STEM
2019,110451,STEM
2019,330326,ARCH
2019,330326,BMA
2019,330326,EDUC
2019,330326,FINA
2019,330326,HLTH
2019,330326,HUMA
2019,330326,INFO
2019,330326,LAW
2019,330326,MANU
2019,330326,MRKT
2019,630320,BMA
2019,630320,CD
2019,630320,FINA
2019,630320,HOSP
2019,630320,INFO
2019,630320,MRKT
2019,700308,BMA
2019,700308,FINA
2019,700308,HOSP
2019,700308,INFO
2019,700308,MRKT
2019,700308,STEM
2019,700325,AGNR
2019,700325,ARCH
2019,700325,FINA
2019,700325,HUMA
2019,700325,INFO
2019,090332,INFO
2019,861304,INFO
2019,861308,AAVC
2019,861308,AGNR
2019,861308,ARCH
2019,861308,BMA
2019,861308,EDUC
2019,861308,FINA
2019,861308,HLTH
2019,861308,HOSP
2019,861308,HUMA
2019,861308,INFO
2019,861308,LAW
2019,861308,MANU
2019,861308,MRKT
2019,861308,STEM
2019,861308,TRAN
2019,861312,CD
2019,861312,STEM
2019,770316,INFO
2019,980324,BMA
2019,980324,CD
2019,980324,FINA
2019,980324,HOSP
2019,980324,INFO
2019,980324,MRKT
2019,650325,BMA
2019,650325,FINA
2019,650325,HOSP
2019,650325,INFO
2019,650325,MRKT
2019,650325,STEM
2019,650326,AAVC
2019,650326,AGNR
2019,650326,ARCH
2019,650326,BMA
2019,650326,FINA
2019,650326,HLTH
2019,650326,HOSP
2019,650326,HUMA
2019,650326,INFO
2019,650326,LAW
2019,650326,MANU
2019,650326,MRKT
2019,650326,STEM
2019,650326,TRAN
2019,420324,BMA
2019,420324,FINA
2019,420324,HOSP
2019,420324,INFO
2019,420324,MRKT
2019,110352,AAVC
2019,110352,AGNR
2019,110352,ARCH
2019,110352,BMA
2019,110352,EDUC
2019,110352,FINA
2019,110352,HLTH
2019,110352,HOSP
2019,110352,HUMA
2019,110352,INFO
2019,110352,LAW
2019,110352,MANU
2019,110352,MRKT
2019,110352,STEM
2019,110352,TRAN
2019,110425,STEM
2019,110401,AAVC
2019,110401,AGNR
2019,110401,EDUC
2019,110401,HUMA
2019,110401,INFO
2019,110401,STEM
2019,920412,AAVC
2019,920412,AGNR
2019,920412,ARCH
2019,920412,BMA
2019,920412,EDUC
2019,920412,FINA
2019,920412,HLTH
2019,920412,HOSP
2019,920412,HUMA
2019,920412,INFO
2019,920412,LAW
2019,920412,MANU
2019,920412,MRKT
2019,920412,STEM
2019,920412,TRAN
2019,110340,AAVC
2019,110340,AGNR
2019,110340,ARCH
2019,110340,BMA
2019,110340,EDUC
2019,110340,FINA
2019,110340,HLTH
2019,110340,HOSP
2019,110340,HUMA
2019,110340,INFO
2019,110340,LAW
2019,110340,MANU
2019,110340,MRKT
2019,110340,STEM
2019,110340,TRAN
2019,110342,AAVC
2019,110342,AGNR
2019,110342,CD
2019,110342,EDUC
2019,110342,HUMA
2019,110342,STEM
2019,800314,AGNR
2019,800314,INFO
2019,650327,AAVC
2019,650327,AGNR
2019,650327,ARCH
2019,650327,BMA
2019,650327,FINA
2019,650327,HLTH
2019,650327,HOSP
2019,650327,HUMA
2019,650327,INFO
2019,650327,LAW
2019,650327,MANU
2019,650327,MRKT
2019,650327,STEM
2019,650327,TRAN
2019,240344,INFO
2019,780324,CD
2019,780324,INFO
2019,780325,AAVC
2019,780325,AGNR
2019,780325,ARCH
2019,780325,BMA
2019,780325,EDUC
2019,780325,FINA
2019,780325,HLTH
2019,780325,HOSP
2019,780325,HUMA
2019,780325,INFO
2019,780325,LAW
2019,780325,MANU
2019,780325,MRKT
2019,780325,STEM
2019,780325,TRAN
2019,780326,CD
2019,780326,INFO
2019,500314,INFO
2019,740344,AAVC
2019,740344,AGNR
2019,740344,ARCH
2019,740344,BMA
2019,740344,FINA
2019,740344,HLTH
2019,740344,HOSP
2019,740344,HUMA
2019,740344,INFO
2019,740344,LAW
2019,740344,MANU
2019,740344,MRKT
2019,740344,STEM
2019,740344,TRAN
2019,740340,CD
2019,740340,INFO
2019,740340,STEM
2019,410367,BMA
2019,410367,FINA
2019,410367,HOSP
2019,410367,INFO
2019,410367,MRKT
2019,410367,STEM
2019,980336,AAVC
2019,980336,AGNR
2019,980336,ARCH
2019,980336,BMA
2019,980336,EDUC
2019,980336,FINA
2019,980336,HLTH
2019,980336,HOSP
2019,980336,HUMA
2019,980336,INFO
2019,980336,LAW
2019,980336,MANU
2019,980336,MRKT
2019,980336,STEM
2019,980336,TRAN
2019,280330,AAVC
2019,280330,AGNR
2019,280330,ARCH
2019,280330,BMA
2019,280330,EDUC
2019,280330,FINA
2019,280330,HLTH
2019,280330,HOSP
2019,280330,HUMA
2019,280330,INFO
2019,280330,LAW
2019,280330,MANU
2019,280330,MRKT
2019,280330,STEM
2019,280330,TRAN
2019,280328,BMA
2019,280328,FINA
2019,280328,HOSP
2019,280328,INFO
2019,280328,MRKT
2019,280328,STEM
2019,340372,AAVC
2019,340372,BMA
2019,340372,CD
2019,340372,EDUC
2019,340372,FINA
2019,340372,HOSP
2019,340372,HUMA
2019,340372,INFO
2019,340372,MRKT
2019,450328,BMA
2019,450328,CD
2019,450328,FINA
2019,450328,HOSP
2019,450328,INFO
2019,450328,MRKT
2019,990322,AAVC
2019,990322,AGNR
2019,990322,ARCH
2019,990322,BMA
2019,990322,EDUC
2019,990322,FINA
2019,990322,HLTH
2019,990322,HOSP
2019,990322,HUMA
2019,990322,INFO
2019,990322,LAW
2019,990322,MANU
2019,990322,MRKT
2019,990322,STEM
2019,990322,TRAN
2019,990321,INFO
2019,900316,AAVC
2019,900316,AGNR
2019,900316,ARCH
2019,900316,BMA
2019,900316,EDUC
2019,900316,FINA
2019,900316,HLTH
2019,900316,HOSP
2019,900316,HUMA
2019,900316,INFO
2019,900316,LAW
2019,900316,MANU
2019,900316,MRKT
2019,900316,STEM
2019,900316,TRAN
2019,980338,AAVC
2019,980338,BMA
2019,980338,CD
2019,980338,EDUC
2019,980338,FINA
2019,980338,HOSP
